run_id,lane,strategy,instrument_family,credibility_tier,data_source,start_date,end_date,starting_equity,target_300_equity,target_400_equity,absolute_stop_equity,trailing_drawdown_dollars,project_stop_mode,leverage_model,leverage_multiplier,standard_or_stress,cost_model,spread_slippage_per_side,financing_cost_assumption,unconditional_final_equity,stop_enforced_final_equity,total_return_unconditional,total_return_stop_enforced,max_equity,min_equity,max_drawdown_dollars,max_drawdown_pct,absolute_floor_stop_hit,trailing_drawdown_stop_hit,any_project_stop_hit,first_project_stop_date,first_project_stop_type,equity_at_first_project_stop,target_300_hit,target_300_before_stop,target_300_first_date,target_400_hit,target_400_before_stop,target_400_first_date,days_to_target_300,days_to_target_400,days_to_first_stop,time_in_market,number_of_trades_or_rebalances,turnover_estimate,benchmark_name,benchmark_stop_enforced_final_equity,benchmark_target_300_before_stop,benchmark_target_400_before_stop,result_status,audit_verdict,main_failure_mode,stop_enforced_metric_quality,stop_enforced_metric_source,stop_enforced_metric_notes,notes
20260531_151622,crypto_spot_momentum,BTC_buy_hold,crypto_spot,Tier 1 exploratory screen,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,stress,spread_slippage_per_side,0.003,0.0,16174.04476724952,3197.3214325621716,4.39134825574984,0.06577381085405709,27328.742703640746,709.0567807994876,-13592.99340335382,-0.8153271113852912,True,True,True,2018-01-09,trailing_drawdown,3197.3214325621716,True,True,2018-01-03,True,True,2018-01-04,2.0,3.0,8.0,0.9996744791666666,1.0,1.0,BTC_buy_hold,3197.3214325621716,True,True,non_final,exploratory_only,project stop hit in exploratory lane,exact,computed_from_crypto_equity_curve,Exact within the simulated curve. The crypto lane itself remains Tier 1 exploratory; leverage rows are approximate scenarios.,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_151622,simulated_leverage_scenario,BTC_buy_hold,crypto_spot,Tier 1 exploratory screen; approximate simulated leverage,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,approximate_simulated_leverage,1.5,stress,spread_slippage_per_side_plus_financing,0.0045000000000000005,0.05,7731.937784958815,3448.545067396958,1.5773125949862719,0.14951502246565274,18255.473502411543,263.0206138129254,-12016.35381579517,-0.9388519030145903,True,True,True,2018-01-08,trailing_drawdown,3448.545067396958,True,True,2018-01-02,True,True,2018-01-02,1.0,1.0,7.0,0.9996744791666666,1.0,1.0,BTC_buy_hold,3197.3214325621716,True,True,exploratory,too_risky,simulated leverage increased stop risk,exact,computed_from_crypto_equity_curve,Exact within the simulated curve. The crypto lane itself remains Tier 1 exploratory; leverage rows are approximate scenarios.,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_151622,simulated_leverage_scenario,BTC_buy_hold,crypto_spot,Tier 1 exploratory screen; approximate simulated leverage,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,approximate_simulated_leverage,2.0,stress,spread_slippage_per_side_plus_financing,0.006,0.08,1005.9961429757989,3545.819719336405,-0.6646679523414003,0.1819399064454683,5655.085525555957,63.320521439827175,-5524.758130969914,-0.9867820255409342,True,True,True,2018-01-08,trailing_drawdown,3545.819719336405,True,True,2018-01-02,True,True,2018-01-02,1.0,1.0,7.0,0.9996744791666666,1.0,1.0,BTC_buy_hold,3197.3214325621716,True,True,exploratory,too_risky,simulated leverage increased stop risk,exact,computed_from_crypto_equity_curve,Exact within the simulated curve. The crypto lane itself remains Tier 1 exploratory; leverage rows are approximate scenarios.,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_151622,crypto_spot_momentum,ETH_buy_hold,crypto_spot,Tier 1 exploratory screen,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,stress,spread_slippage_per_side,0.003,0.0,7846.064135698688,4080.530838491954,1.6153547118995628,0.36017694616398477,18709.931938219503,326.49320172917965,-14787.372364791154,-0.9396254038538314,True,True,True,2018-01-16,trailing_drawdown,4080.530838491954,True,True,2018-01-02,True,True,2018-01-02,1.0,1.0,15.0,0.9996744791666666,1.0,1.0,BTC_buy_hold,3197.3214325621716,True,True,non_final,exploratory_only,project stop hit in exploratory lane,exact,computed_from_crypto_equity_curve,Exact within the simulated curve. The crypto lane itself remains Tier 1 exploratory; leverage rows are approximate scenarios.,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_151622,simulated_leverage_scenario,ETH_buy_hold,crypto_spot,Tier 1 exploratory screen; approximate simulated leverage,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,approximate_simulated_leverage,1.5,stress,spread_slippage_per_side_plus_financing,0.0045000000000000005,0.05,949.9248465423518,5330.487936167776,-0.6833583844858827,0.7768293120559253,9340.261596393928,59.35689062990344,-8639.430747787745,-0.9915699850444798,True,True,True,2018-01-11,trailing_drawdown,5330.487936167776,True,True,2018-01-02,True,True,2018-01-02,1.0,1.0,10.0,0.9996744791666666,1.0,1.0,BTC_buy_hold,3197.3214325621716,True,True,exploratory,too_risky,simulated leverage increased stop risk,exact,computed_from_crypto_equity_curve,Exact within the simulated curve. The crypto lane itself remains Tier 1 exploratory; leverage rows are approximate scenarios.,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_151622,simulated_leverage_scenario,ETH_buy_hold,crypto_spot,Tier 1 exploratory screen; approximate simulated leverage,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,approximate_simulated_leverage,2.0,stress,spread_slippage_per_side_plus_financing,0.006,0.08,12.66323754874768,6259.490264609236,-0.9957789208170841,1.0864967548697453,8997.926799336232,2.9563057030951114,-8994.970493633136,-0.9996714459042595,True,True,True,2018-01-11,trailing_drawdown,6259.490264609236,True,True,2018-01-02,True,True,2018-01-02,1.0,1.0,10.0,0.9996744791666666,1.0,1.0,BTC_buy_hold,3197.3214325621716,True,True,exploratory,too_risky,simulated leverage increased stop risk,exact,computed_from_crypto_equity_curve,Exact within the simulated curve. The crypto lane itself remains Tier 1 exploratory; leverage rows are approximate scenarios.,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_151622,crypto_spot_momentum,crypto_buy_hold_equal_weight,crypto_spot,Tier 1 exploratory screen,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,stress,spread_slippage_per_side,0.003,0.0,13601.309029194224,2327.6714013218507,3.533769676398075,-0.2241095328927164,26694.82858226852,476.8311315835417,-14835.660772545443,-0.8410562894721527,True,True,True,2018-02-04,absolute_floor,2327.6714013218507,True,False,2020-11-30,True,False,2020-12-16,1064.0,1080.0,34.0,0.9899088541666666,2.0,1.0,BTC_buy_hold,3197.3214325621716,True,True,non_final,exploratory_only,project stop hit in exploratory lane,exact,computed_from_crypto_equity_curve,Exact within the simulated curve. The crypto lane itself remains Tier 1 exploratory; leverage rows are approximate scenarios.,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_151622,simulated_leverage_scenario,crypto_buy_hold_equal_weight,crypto_spot,Tier 1 exploratory screen; approximate simulated leverage,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,approximate_simulated_leverage,1.5,stress,spread_slippage_per_side_plus_financing,0.0045000000000000005,0.05,4546.407452650667,2286.0648577687407,0.5154691508835558,-0.2379783807437531,14523.797328759854,145.52367881449737,-13219.587944382713,-0.9514921070618342,True,True,True,2018-02-02,absolute_floor,2286.0648577687407,True,False,2021-01-05,True,False,2021-01-05,1100.0,1100.0,32.0,0.9899088541666666,2.0,1.0,BTC_buy_hold,3197.3214325621716,True,True,exploratory,too_risky,simulated leverage increased stop risk,exact,computed_from_crypto_equity_curve,Exact within the simulated curve. The crypto lane itself remains Tier 1 exploratory; leverage rows are approximate scenarios.,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_151622,simulated_leverage_scenario,crypto_buy_hold_equal_weight,crypto_spot,Tier 1 exploratory screen; approximate simulated leverage,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,approximate_simulated_leverage,2.0,stress,spread_slippage_per_side_plus_financing,0.006,0.08,318.36890704687505,2061.156016356662,-0.893877030984375,-0.31294799454777933,4622.656954715178,20.311802466590265,-4507.6717695396455,-0.9932293991778033,True,True,True,2018-02-02,absolute_floor,2061.156016356662,True,False,2021-05-01,True,False,2021-05-03,1216.0,1218.0,32.0,0.9899088541666666,2.0,1.0,BTC_buy_hold,3197.3214325621716,True,True,exploratory,too_risky,simulated leverage increased stop risk,exact,computed_from_crypto_equity_curve,Exact within the simulated curve. The crypto lane itself remains Tier 1 exploratory; leverage rows are approximate scenarios.,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_151622,crypto_spot_momentum,crypto_time_series_momentum,crypto_spot,Tier 1 exploratory screen,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,stress,spread_slippage_per_side,0.003,0.0,26131.666065918238,4230.023251045217,7.710555355306079,0.41000775034840564,33705.37646619171,2334.9091298692974,-19015.44900775728,-0.6509402954932743,True,True,True,2019-06-09,trailing_drawdown,4230.023251045217,True,True,2019-05-10,True,True,2019-05-11,494.0,495.0,524.0,0.5172526041666666,65.0,50.0,BTC_buy_hold,3197.3214325621716,True,True,non_final,exploratory_only,project stop hit in exploratory lane,exact,computed_from_crypto_equity_curve,Exact within the simulated curve. The crypto lane itself remains Tier 1 exploratory; leverage rows are approximate scenarios.,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_151622,simulated_leverage_scenario,crypto_time_series_momentum,crypto_spot,Tier 1 exploratory screen; approximate simulated leverage,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,approximate_simulated_leverage,1.5,stress,spread_slippage_per_side_plus_financing,0.0045000000000000005,0.05,23295.574483224224,4716.5496609727625,6.765191494408074,0.5721832203242541,50088.16684610511,1453.1411075883034,-42421.94382642469,-0.8469454263871399,True,True,True,2019-05-18,trailing_drawdown,4716.5496609727625,True,True,2019-05-09,True,True,2019-05-10,493.0,494.0,502.0,0.5172526041666666,65.0,50.0,BTC_buy_hold,3197.3214325621716,True,True,exploratory,too_risky,simulated leverage increased stop risk,exact,computed_from_crypto_equity_curve,Exact within the simulated curve. The crypto lane itself remains Tier 1 exploratory; leverage rows are approximate scenarios.,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_151622,simulated_leverage_scenario,crypto_time_series_momentum,crypto_spot,Tier 1 exploratory screen; approximate simulated leverage,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,approximate_simulated_leverage,2.0,stress,spread_slippage_per_side_plus_financing,0.006,0.08,6374.267248026288,5562.8574119701825,1.1247557493420959,0.8542858039900609,41946.64329067928,529.142161621994,-39793.56210644636,-0.9585793485264432,True,True,True,2019-05-17,trailing_drawdown,5562.8574119701825,True,True,2019-05-09,True,True,2019-05-10,493.0,494.0,501.0,0.5172526041666666,65.0,50.0,BTC_buy_hold,3197.3214325621716,True,True,exploratory,too_risky,simulated leverage increased stop risk,exact,computed_from_crypto_equity_curve,Exact within the simulated curve. The crypto lane itself remains Tier 1 exploratory; leverage rows are approximate scenarios.,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_151622,crypto_spot_momentum,crypto_cross_sectional_momentum,crypto_spot,Tier 1 exploratory screen,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,stress,spread_slippage_per_side,0.003,0.0,29999.413798671103,2316.6125215706966,8.999804599557034,-0.22779582614310112,58175.53376209739,2122.6497249533863,-45861.838738427345,-0.7883355041652805,True,True,True,2018-11-14,absolute_floor,2316.6125215706966,True,False,2019-05-09,True,False,2019-05-09,493.0,493.0,317.0,0.5784505208333334,65.0,81.0,BTC_buy_hold,3197.3214325621716,True,True,non_final,exploratory_only,project stop hit in exploratory lane,exact,computed_from_crypto_equity_curve,Exact within the simulated curve. The crypto lane itself remains Tier 1 exploratory; leverage rows are approximate scenarios.,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_151622,simulated_leverage_scenario,crypto_cross_sectional_momentum,crypto_spot,Tier 1 exploratory screen; approximate simulated leverage,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,approximate_simulated_leverage,1.5,stress,spread_slippage_per_side_plus_financing,0.0045000000000000005,0.05,21691.80623959406,2342.3846557384977,6.2306020798646875,-0.21920511475383408,119986.02543638439,1716.2336664394081,-111734.0322919331,-0.931225381335542,True,True,True,2018-07-10,absolute_floor,2342.3846557384977,True,False,2019-05-09,True,False,2019-05-10,493.0,494.0,190.0,0.5784505208333334,65.0,81.0,BTC_buy_hold,3197.3214325621716,True,True,exploratory,too_risky,simulated leverage increased stop risk,exact,computed_from_crypto_equity_curve,Exact within the simulated curve. The crypto lane itself remains Tier 1 exploratory; leverage rows are approximate scenarios.,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_151622,simulated_leverage_scenario,crypto_cross_sectional_momentum,crypto_spot,Tier 1 exploratory screen; approximate simulated leverage,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,approximate_simulated_leverage,2.0,stress,spread_slippage_per_side_plus_financing,0.006,0.08,3969.1781868860016,2245.066326431855,0.32305939562866715,-0.25164455785604833,108374.16647641498,770.2999010919407,-106532.70006578186,-0.9830082530689279,True,True,True,2018-05-11,absolute_floor,2245.066326431855,True,False,2019-05-10,True,False,2019-05-10,494.0,494.0,130.0,0.5784505208333334,65.0,81.0,BTC_buy_hold,3197.3214325621716,True,True,exploratory,too_risky,simulated leverage increased stop risk,exact,computed_from_crypto_equity_curve,Exact within the simulated curve. The crypto lane itself remains Tier 1 exploratory; leverage rows are approximate scenarios.,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_151622,crypto_spot_momentum,crypto_dual_momentum_cash_filter,crypto_spot,Tier 1 exploratory screen,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,stress,spread_slippage_per_side,0.003,0.0,56510.7216368555,4434.620437853236,17.836907212285166,0.4782068126177452,76436.91740937483,2913.8230865109467,-35334.57868122988,-0.6435163122286472,False,True,True,2019-06-04,trailing_drawdown,4434.620437853236,True,True,2019-05-03,True,True,2019-05-08,487.0,492.0,519.0,0.5172526041666666,42.0,56.0,BTC_buy_hold,3197.3214325621716,True,True,non_final,exploratory_only,project stop hit in exploratory lane,exact,computed_from_crypto_equity_curve,Exact within the simulated curve. The crypto lane itself remains Tier 1 exploratory; leverage rows are approximate scenarios.,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_151622,simulated_leverage_scenario,crypto_dual_momentum_cash_filter,crypto_spot,Tier 1 exploratory screen; approximate simulated leverage,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,approximate_simulated_leverage,1.5,stress,spread_slippage_per_side_plus_financing,0.0045000000000000005,0.05,64885.24590223604,4896.022623477581,20.62841530074535,0.6320075411591937,118164.09243356172,2418.192173058015,-99090.93199493908,-0.838587509574056,False,True,True,2019-05-17,trailing_drawdown,4896.022623477581,True,True,2019-05-03,True,True,2019-05-03,487.0,487.0,501.0,0.5172526041666666,42.0,56.0,BTC_buy_hold,3197.3214325621716,True,True,exploratory,too_risky,simulated leverage increased stop risk,exact,computed_from_crypto_equity_curve,Exact within the simulated curve. The crypto lane itself remains Tier 1 exploratory; leverage rows are approximate scenarios.,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
20260531_151622,simulated_leverage_scenario,crypto_dual_momentum_cash_filter,crypto_spot,Tier 1 exploratory screen; approximate simulated leverage,yfinance,2018-01-01,2026-05-31,3000.0,3300.0,3400.0,2400.0,600.0,both,approximate_simulated_leverage,2.0,stress,spread_slippage_per_side_plus_financing,0.006,0.08,20939.54160738969,5579.873491283062,5.97984720246323,0.8599578304276874,117100.17212102457,1033.8609230309435,-110461.79080790828,-0.9433102343670731,True,True,True,2019-05-17,trailing_drawdown,5579.873491283062,True,True,2019-04-23,True,True,2019-05-03,477.0,487.0,501.0,0.5172526041666666,42.0,56.0,BTC_buy_hold,3197.3214325621716,True,True,exploratory,too_risky,simulated leverage increased stop risk,exact,computed_from_crypto_equity_curve,Exact within the simulated curve. The crypto lane itself remains Tier 1 exploratory; leverage rows are approximate scenarios.,Crypto rows are Tier 1 exploratory and non-final. Raw OHLCV is excluded from challenge evidence.
