experiment_id,horizon,standard_or_stress,rolling_method,number_of_windows,possible_window_count,p_target_300_before_stop,p_target_400_before_stop,p_target_600_before_stop,p_target_900_before_stop,p_target_1200_before_stop,p_any_project_stop_hit,median_stop_enforced_final_equity,mean_stop_enforced_final_equity,p25_stop_enforced_final_equity,p75_stop_enforced_final_equity,p90_stop_enforced_final_equity,p95_stop_enforced_final_equity,max_stop_enforced_final_equity,median_max_drawdown,worst_max_drawdown,expected_profit_dollars,expected_profit_pct,evidence_finality,notes
multi_asset_top2_momentum_v1,60,standard,deterministic_stratified_sample,498,4823,0.8172690763052208,0.8092369477911646,0.7730923694779116,0.7610441767068273,0.7469879518072289,0.18473895582329317,6332.364256884692,6693.572241086395,4086.0796404800494,7233.045940053126,12787.212255307393,12787.212255307393,13239.998016206286,-183.69518915410845,-1739.7623933770938,3693.5722410863946,1.2311907470287982,sampled_non_final,predeclared multi-asset top-2 momentum
multi_asset_top2_momentum_v1,90,standard,deterministic_stratified_sample,500,4793,0.824,0.822,0.782,0.766,0.754,0.188,6221.30601557504,6521.175599143265,4056.9833052963645,7124.018071795753,12787.212255307393,12787.212255307393,12835.957862732592,-267.57679638750415,-1739.7623933770938,3521.1755991432647,1.1737251997144216,sampled_non_final,predeclared multi-asset top-2 momentum
multi_asset_top2_momentum_v1,180,standard,deterministic_stratified_sample,500,4703,0.886,0.862,0.8,0.776,0.75,0.268,6198.156499649224,6391.923281400296,4083.521872569586,6886.727749049287,12787.212255307393,12787.212255307393,13053.874521860405,-360.224747485498,-1739.7623933770938,3391.923281400296,1.1306410938000986,sampled_non_final,predeclared multi-asset top-2 momentum
multi_asset_top2_momentum_v1,30,stress,deterministic_stratified_sample,482,4853,0.8008298755186722,0.7842323651452282,0.7614107883817427,0.7531120331950207,0.7302904564315352,0.13692946058091288,6259.332480092902,6536.840367400015,3910.3729502290203,7157.432973943443,12311.392315528014,12341.122317184778,12341.122317184778,-138.21505509505005,-1568.7116586593602,3536.8403674000147,1.178946789133338,sampled_non_final,predeclared multi-asset top-2 momentum
multi_asset_top2_momentum_v1,60,stress,deterministic_stratified_sample,497,4823,0.8169014084507042,0.806841046277666,0.7746478873239436,0.7625754527162978,0.738430583501006,0.1891348088531187,6251.740294247284,6551.913597449194,4073.6283558473697,7051.888232491039,12341.122317184778,12341.122317184778,12388.167403451349,-188.19066676115563,-1679.0696885940379,3551.9135974491937,1.183971199149731,sampled_non_final,predeclared multi-asset top-2 momentum
multi_asset_top2_momentum_v1,90,stress,deterministic_stratified_sample,500,4793,0.824,0.82,0.782,0.768,0.754,0.19,6112.501111532139,6401.231626487605,4041.070774404817,6966.5531052287815,12341.122317184778,12341.122317184778,12388.167403451349,-267.99424197106873,-1679.0696885940379,3401.2316264876054,1.1337438754958686,sampled_non_final,predeclared multi-asset top-2 momentum
multi_asset_top2_momentum_v1,180,stress,deterministic_stratified_sample,500,4703,0.886,0.862,0.802,0.778,0.752,0.262,6085.30387880823,6325.522908811091,4074.0026209014086,6790.966395290835,12341.122317184778,12341.122317184778,12598.481902933625,-356.6831979418166,-1679.0696885940379,3325.522908811091,1.1085076362703639,sampled_non_final,predeclared multi-asset top-2 momentum
GLD_SPY_rotation_v1,30,standard,deterministic_stratified_sample,482,4853,0.7966804979253111,0.7863070539419087,0.7655601659751037,0.7261410788381742,0.6784232365145229,0.22614107883817428,5666.196902379333,6525.311544831341,3595.70372840158,7026.813218854367,13845.39407888183,13851.93236426318,14573.870416926931,-212.6332326279562,-2781.904571755469,3525.311544831341,1.175103848277114,sampled_non_final,predeclared GLD/SPY rotation
GLD_SPY_rotation_v1,60,standard,deterministic_stratified_sample,494,4823,0.8117408906882592,0.8097165991902834,0.7773279352226721,0.7368421052631579,0.694331983805668,0.291497975708502,5605.01186311117,6471.283342666802,3626.4900589204026,7003.3680259836765,12446.439198948976,13851.93236426318,14573.870416926931,-305.00514953384413,-2965.5798479922087,3471.283342666802,1.1570944475556009,sampled_non_final,predeclared GLD/SPY rotation
GLD_SPY_rotation_v1,90,standard,deterministic_stratified_sample,500,4793,0.82,0.82,0.788,0.732,0.694,0.356,5552.108355584114,6191.787709563416,3588.113961642395,6937.667093282246,12337.698911914302,12493.042179106695,13851.93236426318,-421.738459304916,-2965.5798479922087,3191.787709563416,1.0639292365211386,sampled_non_final,predeclared GLD/SPY rotation
GLD_SPY_rotation_v1,180,standard,deterministic_stratified_sample,500,4703,0.896,0.888,0.842,0.744,0.696,0.546,5132.755043154879,5959.119324620681,3599.031490741867,6757.847358991266,12493.042179106695,12493.042179106695,12493.042179106695,-620.9534961202899,-2965.5798479922087,2959.1193246206813,0.9863731082068938,sampled_non_final,predeclared GLD/SPY rotation
GLD_SPY_rotation_v1,30,stress,deterministic_stratified_sample,484,4853,0.7954545454545454,0.78099173553719,0.762396694214876,0.71900826446281,0.6776859504132231,0.21487603305785125,5515.379307115896,6338.230320539487,3579.268961283888,6865.632937593934,13215.92619389173,13222.16722224688,13911.283036950843,-204.84529384021948,-2655.4278837644706,3338.2303205394874,1.112743440179829,sampled_non_final,predeclared GLD/SPY rotation
GLD_SPY_rotation_v1,60,stress,deterministic_stratified_sample,493,4823,0.8093306288032455,0.8073022312373225,0.7768762677484787,0.7383367139959433,0.6957403651115619,0.2839756592292089,5484.6948771148545,6277.000514867741,3590.2715070730137,6761.882540254405,11776.77697675805,13222.16722224688,13911.283036950843,-298.30814694906167,-2830.7525354542286,3277.000514867741,1.0923335049559135,sampled_non_final,predeclared GLD/SPY rotation
GLD_SPY_rotation_v1,90,stress,deterministic_stratified_sample,500,4793,0.82,0.82,0.784,0.73,0.694,0.368,5357.767318575667,6020.901261411345,3558.4309000841995,6695.492183734361,11776.77697675805,11949.189048485974,13222.16722224688,-423.4603569433939,-2830.7525354542286,3020.9012614113453,1.0069670871371152,sampled_non_final,predeclared GLD/SPY rotation
GLD_SPY_rotation_v1,180,stress,deterministic_stratified_sample,500,4703,0.896,0.884,0.84,0.74,0.692,0.554,4948.870539182095,5718.246664883613,3586.0659847972674,6477.798934953236,11949.189048485974,11949.189048485974,11949.189048485974,-604.317652974768,-2830.7525354542286,2718.2466648836134,0.9060822216278712,sampled_non_final,predeclared GLD/SPY rotation
combo_SPY200d_GLD_50_50_v1,30,standard,deterministic_stratified_sample,500,4853,0.952,0.922,0.858,0.844,0.838,0.14,6162.809377554961,8206.70249966092,5113.028228299661,9234.124676072828,18953.770908552444,18998.684956979363,19085.578839187292,-172.93618253906152,-2366.5707842386037,5206.70249966092,1.7355674998869732,sampled_non_final,predeclared fixed monthly combination account
combo_SPY200d_GLD_50_50_v1,60,standard,deterministic_stratified_sample,500,4823,0.978,0.952,0.868,0.842,0.84,0.224,6163.152536803371,8168.77373147822,5065.599971255015,9223.549704275947,18953.770908552444,18953.770908552444,19085.578839187292,-298.93361945776087,-2536.0611080147864,5168.77373147822,1.7229245771594064,sampled_non_final,predeclared fixed monthly combination account
combo_SPY200d_GLD_50_50_v1,90,standard,deterministic_stratified_sample,500,4793,0.984,0.982,0.922,0.812,0.808,0.234,6060.392260271191,7560.161734913499,4843.850723329713,8955.94200627188,16823.5823051247,17065.135664367317,18953.770908552444,-367.7939565365077,-2536.0611080147864,4560.161734913499,1.5200539116378327,sampled_non_final,predeclared fixed monthly combination account
combo_SPY200d_GLD_50_50_v1,180,standard,deterministic_stratified_sample,500,4703,0.998,0.994,0.98,0.82,0.814,0.306,6253.5770646423825,7445.647677503125,4906.891227649463,8973.43859341606,17065.135664367317,17065.135664367317,17065.135664367317,-433.35923931112757,-2536.0611080147864,4445.647677503125,1.4818825591677083,sampled_non_final,predeclared fixed monthly combination account
combo_SPY200d_GLD_50_50_v1,30,stress,deterministic_stratified_sample,500,4853,0.944,0.924,0.852,0.842,0.832,0.14,5989.44843516513,7898.00152865357,5003.622967246921,8920.570342027484,17984.4323729463,18008.97599582287,18109.499349125203,-171.02408516084733,-2253.9284543273025,4898.00152865357,1.6326671762178568,sampled_non_final,predeclared fixed monthly combination account
combo_SPY200d_GLD_50_50_v1,60,stress,deterministic_stratified_sample,500,4823,0.98,0.954,0.86,0.844,0.842,0.228,6040.875155267169,7969.588385913157,4959.950054343472,8953.749614311195,17984.4323729463,17984.4323729463,18109.499349125203,-284.7382365480171,-2414.7506611867357,4969.588385913157,1.6565294619710524,sampled_non_final,predeclared fixed monthly combination account
combo_SPY200d_GLD_50_50_v1,90,stress,deterministic_stratified_sample,500,4793,0.986,0.982,0.828,0.812,0.808,0.232,5889.912329913604,7316.844709210764,4768.586392655828,8522.265197962224,15980.041975454424,16236.67608959314,17984.4323729463,-367.47895226530363,-2414.7506611867357,4316.844709210764,1.4389482364035882,sampled_non_final,predeclared fixed monthly combination account
combo_SPY200d_GLD_50_50_v1,180,stress,deterministic_stratified_sample,500,4703,0.998,0.994,0.964,0.82,0.814,0.31,6080.701208362175,7229.584550979797,4805.930279727515,8721.859547542954,16144.688916785168,16144.688916785168,16144.688916785168,-432.2980023266955,-2414.7506611867357,4229.584550979797,1.4098615169932658,sampled_non_final,predeclared fixed monthly combination account
combo_SPY200d_GLD_BIL_60_30_10_v1,30,standard,deterministic_stratified_sample,500,4853,0.88,0.872,0.862,0.824,0.774,0.124,5834.231043896184,7092.031158230488,4281.659273577578,8390.541718200804,14717.953181787536,14950.162217226934,15421.353765110298,-127.1037603421587,-1361.367029115867,4092.0311582304876,1.3640103860768291,sampled_non_final,predeclared fixed monthly combination account
combo_SPY200d_GLD_BIL_60_30_10_v1,60,standard,deterministic_stratified_sample,500,4823,0.886,0.874,0.872,0.834,0.778,0.158,5819.591515785906,7002.689290648353,4296.089883309911,8296.142478694645,14950.162217226934,14950.162217226934,15093.541044302649,-196.23464085348814,-1481.4211003202763,4002.6892906483527,1.3342297635494509,sampled_non_final,predeclared fixed monthly combination account
combo_SPY200d_GLD_BIL_60_30_10_v1,90,standard,deterministic_stratified_sample,500,4793,0.89,0.876,0.872,0.842,0.78,0.14,5889.208971902632,6819.964834856211,4312.143669946166,8170.93557713868,14950.162217226934,14950.162217226934,15272.279967076027,-256.1945471046456,-1481.4211003202763,3819.9648348562114,1.2733216116187371,sampled_non_final,predeclared fixed monthly combination account
combo_SPY200d_GLD_BIL_60_30_10_v1,180,standard,deterministic_stratified_sample,500,4703,0.944,0.884,0.878,0.872,0.792,0.184,5936.290350681299,6848.241823173361,4361.520630045759,8326.000362833676,14950.162217226934,14950.162217226934,15272.279967076027,-330.3135297472609,-1481.4211003202763,3848.241823173361,1.2827472743911201,sampled_non_final,predeclared fixed monthly combination account
combo_SPY200d_GLD_BIL_60_30_10_v1,30,stress,deterministic_stratified_sample,500,4853,0.872,0.87,0.858,0.816,0.762,0.122,5626.780459232938,6658.538931187592,4215.524151478119,7910.411920236247,13817.888159422255,14039.841152783983,14337.288388736513,-125.13129820083805,-1286.4867086190861,3658.5389311875924,1.2195129770625308,sampled_non_final,predeclared fixed monthly combination account
combo_SPY200d_GLD_BIL_60_30_10_v1,60,stress,deterministic_stratified_sample,500,4823,0.876,0.872,0.868,0.83,0.77,0.152,5660.868443800005,6675.961415384235,4203.945213715596,7877.754210266987,14039.841152783983,14039.841152783983,14174.489588537805,-194.54739821138992,-1399.2306417593427,3675.961415384235,1.225320471794745,sampled_non_final,predeclared fixed monthly combination account
combo_SPY200d_GLD_BIL_60_30_10_v1,90,stress,deterministic_stratified_sample,500,4793,0.878,0.878,0.874,0.84,0.776,0.136,5695.797546556117,6506.033643567894,4213.3565873863245,7710.643029770027,14039.841152783983,14039.841152783983,14174.489588537805,-251.9385141183202,-1399.2306417593427,3506.0336435678937,1.1686778811892977,sampled_non_final,predeclared fixed monthly combination account
combo_SPY200d_GLD_BIL_60_30_10_v1,180,stress,deterministic_stratified_sample,500,4703,0.888,0.886,0.88,0.874,0.79,0.188,5730.3599055038885,6570.1178682584095,4273.277198193907,7872.724433663695,14039.841152783983,14039.841152783983,14342.345030311293,-339.59946249512814,-1399.2306417593427,3570.1178682584095,1.1900392894194698,sampled_non_final,predeclared fixed monthly combination account
