strategy_id,family,instrument_lane,registry_lane,evidence_tier,current_status,implementation_status,paper_forward_active,real_money_recommendation,candidate_exhaustive_run,candidate_exhaustive_recommended,promotion_review_required,promotion_decision,promotion_reason,primary_failure_mode,duplication_risk,risk_budget_status,latest_evidence_path,metrics_source,target_300_evidence,target_400_evidence,drawdown_evidence,stop_hit_evidence,stress_evidence,missing_evidence,evidence_needed,blocked_reason,duplicate_of,recommended_next_action,candidate_exhaustive_allowed,paper_forward_allowed,allowed_next_actions,forbidden_next_actions
profit_IEF_200d_trend_model_v1,absolute_trend,ETF,profit_exploration,tier2_credible_prototype,too_slow,implemented_exploratory,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/profit_exploration/latest/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,profit_exploration_only;not_paper_forward;no_real_money_promotion,,resolve_blocker_before_review,False,False,run_profit_exploration,promote_to_real_money;add_broker_integration;treat_as_validated_without_candidate_exhaustive;modify_paper_forward_rules;tune_sma_length
profit_SPY_GLD_dual_momentum_v1,dual_momentum,multi_asset_etf,profit_exploration,tier2_credible_prototype,high_upside_high_risk_watchlist,implemented_exploratory,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/profit_exploration/latest/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,profit_exploration_only;not_paper_forward;no_real_money_promotion,,resolve_blocker_before_review,False,False,run_profit_exploration,promote_to_real_money;add_broker_integration;treat_as_validated_without_candidate_exhaustive;modify_paper_forward_rules;tune_lookback;tune_sma_length
profit_SPY_GLD_IEF_dual_momentum_v1,dual_momentum,multi_asset_etf,profit_exploration,tier2_credible_prototype,watchlist,implemented_exploratory,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/profit_exploration/latest/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,profit_exploration_only;not_paper_forward;no_real_money_promotion,,resolve_blocker_before_review,False,False,run_profit_exploration,promote_to_real_money;add_broker_integration;treat_as_validated_without_candidate_exhaustive;modify_paper_forward_rules;tune_lookback;tune_sma_length
profit_multi_asset_top2_momentum_v1,cross_asset_momentum,multi_asset_etf,profit_exploration,tier2_credible_prototype,watchlist,implemented_exploratory,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/profit_exploration/latest/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,profit_exploration_only;not_paper_forward;no_real_money_promotion,,resolve_blocker_before_review,False,False,run_profit_exploration,promote_to_real_money;add_broker_integration;treat_as_validated_without_candidate_exhaustive;modify_paper_forward_rules;tune_lookback;tune_number_of_assets;tune_sma_length
profit_GLD_SPY_rotation_v1,relative_momentum_rotation,multi_asset_etf,profit_exploration,tier2_credible_prototype,watchlist,implemented_exploratory,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/profit_exploration/latest/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,profit_exploration_only;not_paper_forward;no_real_money_promotion,,resolve_blocker_before_review,False,False,run_profit_exploration,promote_to_real_money;add_broker_integration;treat_as_validated_without_candidate_exhaustive;modify_paper_forward_rules;tune_lookback;tune_sma_length
profit_combo_SPY200d_GLD_BIL_60_30_10_v1,fixed_weight_combination,fixed ETF combination,profit_exploration,tier2_credible_prototype,watchlist,implemented_exploratory,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/profit_exploration/latest/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,profit_exploration_only;not_paper_forward;no_real_money_promotion,,resolve_blocker_before_review,False,False,run_profit_exploration,promote_to_real_money;add_broker_integration;treat_as_validated_without_candidate_exhaustive;modify_paper_forward_rules;tune_weights
profit_combo_SPY200d_crypto_tsmom_90_10_v1,fixed_weight_combination,fixed ETF crypto combination,profit_exploration,tier1_exploratory,exploratory_only,implemented_exploratory,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/profit_exploration/latest/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,tier1_exploratory;profit_exploration_only;not_paper_forward;no_real_money_promotion,,resolve_blocker_before_review,False,False,run_profit_exploration,promote_to_real_money;add_broker_integration;treat_as_validated_without_candidate_exhaustive;modify_paper_forward_rules;tune_crypto_weight
asset_class_tsmom_equal_weight_v1,asset_class_time_series_momentum,ETF,profit_exploration,tier2_credible_prototype,exploratory_only,implemented_exploratory,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/profit_exploration/latest/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,research_sample_non_final;not_paper_forward;no_real_money_promotion,,resolve_blocker_before_review,False,False,run_profit_exploration,observe_as_paper_forward;promote_to_real_money;add_broker_integration;treat_as_validated_without_candidate_exhaustive;tune_parameters;change_paper_forward_rules
asset_class_tsmom_top1_v1,asset_class_time_series_momentum,ETF,profit_exploration,tier2_credible_prototype,exploratory_only,implemented_exploratory,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/profit_exploration/latest/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,research_sample_non_final;not_paper_forward;no_real_money_promotion,,resolve_blocker_before_review,False,False,run_profit_exploration,observe_as_paper_forward;promote_to_real_money;add_broker_integration;treat_as_validated_without_candidate_exhaustive;tune_parameters;change_paper_forward_rules
dual_momentum_SPY_GLD_IEF_v1,dual_momentum,ETF,profit_exploration,tier2_credible_prototype,duplicate_skipped,duplicate_skipped,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/profit_exploration/latest/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,duplicate_skipped;research_sample_non_final;not_paper_forward;no_real_money_promotion,,resolve_blocker_before_review,False,False,audit_harden,observe_as_paper_forward;promote_to_real_money;add_broker_integration;treat_as_validated_without_candidate_exhaustive;tune_parameters;change_paper_forward_rules
GLD_200d_trend_model_v1,absolute_trend,ETF,profit_exploration,tier2_credible_prototype,exploratory_only,implemented_exploratory,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/profit_exploration/latest/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,research_sample_non_final;not_paper_forward;no_real_money_promotion,,resolve_blocker_before_review,False,False,run_profit_exploration,observe_as_paper_forward;promote_to_real_money;add_broker_integration;treat_as_validated_without_candidate_exhaustive;tune_parameters;change_paper_forward_rules
qqq_spy_gld_ief_dual_momentum_v1,dual_momentum,ETF,profit_exploration,tier2_credible_prototype,too_risky,implemented_research_sample,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/profit_exploration/latest/,candidate_status_matrix.csv,,,,,,,resolve blocker before any candidate_exhaustive queue decision,research_sample_only;not_candidate_exhaustive;not_paper_forward_allowed,,resolve_blocker_before_review,False,False,research_sample_review,observe_as_paper_forward;promote_to_real_money;add_broker_integration;tune_parameters;change_paper_forward_rules
value_momentum_factor_etf_rotation_v1,factor_rotation,ETF,profit_exploration,tier2_credible_prototype,duplicate_or_near_duplicate,implemented_research_sample,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/profit_exploration/latest/,candidate_status_matrix.csv,,,,,,,resolve blocker before any candidate_exhaustive queue decision,research_sample_only;duplicate_or_near_duplicate;not_candidate_exhaustive;not_paper_forward_allowed,,resolve_blocker_before_review,False,False,research_sample_review,run_backtest_before_implementation_prompt;observe_as_paper_forward;promote_to_real_money;add_broker_integration;tune_parameters;change_paper_forward_rules;add_factor_variants_without_review
low_vol_quality_defensive_rotation_v1,defensive_factor_rotation,ETF,strategy_candidate_queue,tier1_research_queue,research_queue,not_implemented,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/strategy_candidate_queue/latest/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,queue_only;target_fit_review_required;not_implemented;not_paper_forward_allowed,,resolve_blocker_before_review,False,False,research_memo,run_backtest;observe_as_paper_forward;promote_to_real_money;add_broker_integration;tune_parameters;skip_gates
sector_top2_momentum_simple_v1,sector_momentum,sector_ETF,profit_exploration,tier2_credible_prototype,watchlist,implemented_research_sample,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/profit_exploration/latest/,candidate_status_matrix.csv,,,,,,,resolve blocker before any candidate_exhaustive queue decision,research_sample_only;not_candidate_exhaustive;not_paper_forward_allowed,,resolve_blocker_before_review,False,False,research_sample_review,run_backtest_before_implementation_prompt;observe_as_paper_forward;promote_to_real_money;add_broker_integration;tune_parameters;change_paper_forward_rules;add_sector_variants_without_review;add_xlc_or_xlre_without_review;modify_A_ETF_sector_momentum
managed_futures_proxy_etf_trend_v1,managed_futures_style_trend,ETF_or_fund_proxy,profit_exploration,tier2_credible_prototype,too_slow,implemented_research_sample,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/profit_exploration/latest/,candidate_status_matrix.csv,,,,,,,resolve blocker before any candidate_exhaustive queue decision,research_sample_only;short_history;fund_wrapper_proxy_only;too_slow;not_candidate_exhaustive;not_paper_forward_allowed,,resolve_blocker_before_review,False,False,research_sample_review,observe_as_paper_forward;promote_to_real_money;add_broker_integration;tune_parameters;change_paper_forward_rules;add_futures_contract_logic;skip_methodology_gate;treat_as_direct_futures_strategy;add_CTA_FMF_WTMF_without_review
combo_plus_top2_50_50_v1,fixed_strategy_combination,fixed ETF combination,profit_exploration,tier2_credible_prototype,duplicate_or_near_duplicate,implemented_research_sample,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/combination_lab/batch1_diagnostics_completion/latest/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,research_sample_only;duplicate_or_near_duplicate;not_candidate_exhaustive;not_paper_forward_allowed,,resolve_blocker_before_review,False,False,research_sample_review,observe_as_paper_forward;promote_to_real_money;add_broker_integration;place_live_orders;tune_weights;change_active_combo_rules;replace_spy200d
combo_plus_managed_futures_80_20_v1,fixed_strategy_combination,fixed ETF/fund-wrapper combination,profit_exploration,tier2_credible_prototype,short_history_watchlist,implemented_research_sample,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/combination_lab/batch1_diagnostics_completion/latest/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,research_sample_only;short_horizon_too_slow;short_history;fund_wrapper_proxy_only;target_window_co_movement_available_no_incremental_hits;not_candidate_exhaustive;not_paper_forward_allowed,,resolve_blocker_before_review,False,False,research_sample_review,observe_as_paper_forward;promote_to_real_money;add_broker_integration;place_live_orders;tune_weights;change_active_combo_rules;replace_spy200d;add_futures_contract_logic;treat_as_direct_futures_strategy
top2_plus_managed_futures_80_20_v1,fixed_strategy_combination,fixed ETF/fund-wrapper combination,profit_exploration,tier2_credible_prototype,short_history_watchlist,implemented_research_sample,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/combination_lab/batch1_diagnostics_completion/latest/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,research_sample_only;short_horizon_too_slow;short_history;fund_wrapper_proxy_only;target_window_co_movement_available_no_incremental_hits;not_candidate_exhaustive;not_paper_forward_allowed,,resolve_blocker_before_review,False,False,research_sample_review,observe_as_paper_forward;promote_to_real_money;add_broker_integration;place_live_orders;tune_weights;change_active_combo_rules;replace_spy200d;add_futures_contract_logic;treat_as_direct_futures_strategy
treasury_duration_trend_rotation_v1,bond_trend_rotation,Treasury_ETF,strategy_candidate_queue,tier1_research_queue,research_queue,not_implemented,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/strategy_candidate_queue/latest/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,queue_only;data_cache_review_required;not_implemented;not_paper_forward_allowed,,resolve_blocker_before_review,False,False,data_availability_review,run_backtest;observe_as_paper_forward;promote_to_real_money;add_broker_integration;tune_parameters;skip_gates
commodity_basket_etf_momentum_v1,commodity_momentum,commodity_ETF,strategy_candidate_queue,tier1_research_queue,fast_exploratory_screen_completed,not_implemented,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/commodity_exploratory/latest/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,fast_exploratory_only;product_identity_review_required;wrapper_tax_roll_risk_review_required;not_implemented;not_paper_forward_allowed,,resolve_blocker_before_review,False,False,issuer_methodology_review,implement_without_data_quality;run_backtest_before_data_gate;download_data_without_approved_prompt;use_futures_contract_logic_without_review;run_backtest;observe_as_paper_forward;promote_to_real_money;add_broker_integration;place_live_orders;tune_parameters;skip_gates
commodity_basket_tsmom_top2_v1,commodity_wrapper_time_series_momentum,commodity_ETF,profit_exploration,tier1_or_tier2_exploratory,research_sample_candidate_risk_budget_breach,implemented_research_sample,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,breaches_90d_budget,evidence/commodity_exploratory/latest/,/Users/jcruzlopez/trading/trading_tournament/evidence/commodity_exploratory/latest/commodity_exploratory_results.csv,0.4102564102564102,0.2564102564102564,-680.6702938411077,0.0256410256410256,,,resolve blocker before any candidate_exhaustive queue decision,exploratory_public_data_only;risk_budget_breach;not_candidate_exhaustive_validated;not_paper_forward_allowed;product_identity_review_required;wrapper_tax_roll_risk_review_required,,resolve_blocker_before_review,False,False,research_sample_review,observe_as_paper_forward;promote_to_real_money;add_broker_integration;place_live_orders;use_futures_contract_logic;tune_parameters;add_symbols_without_review
commodity_basket_tsmom_top2_200d_filter_v1,commodity_wrapper_time_series_momentum,commodity_ETF,profit_exploration,tier1_or_tier2_exploratory,filter_ineffective_or_bug_review,implemented_research_sample,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,breaches_90d_budget,evidence/commodity_lab/risk_control_batch1/latest/,/Users/jcruzlopez/trading/trading_tournament/evidence/commodity_lab/risk_control_batch1/latest/risk_control_batch1_results.csv,0.4358974358974359,0.2564102564102564,-680.6702938411077,0.0256410256410256,,,resolve blocker before any candidate_exhaustive queue decision,exploratory_public_data_only;risk_budget_breach;not_candidate_exhaustive_validated;not_paper_forward_allowed;product_identity_review_required;wrapper_tax_roll_risk_review_required,,resolve_blocker_before_review,False,False,research_sample_review,observe_as_paper_forward;promote_to_real_money;add_broker_integration;place_live_orders;use_futures_contract_logic;tune_parameters;add_symbols_without_review
commodity_basket_tsmom_top2_half_bil_v1,fixed_strategy_combination,commodity_ETF,profit_exploration,tier1_or_tier2_exploratory,too_slow_defensive_watchlist,implemented_research_sample,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,inside_90d_budget,evidence/commodity_lab/risk_control_batch1/latest/,/Users/jcruzlopez/trading/trading_tournament/evidence/commodity_lab/risk_control_batch1/latest/risk_control_batch1_results.csv,0.2307692307692307,0.1794871794871795,-307.73520447159217,,,,resolve blocker before any candidate_exhaustive queue decision,exploratory_public_data_only;not_candidate_exhaustive_validated;not_paper_forward_allowed;product_identity_review_required;wrapper_tax_roll_risk_review_required,,resolve_blocker_before_review,False,False,research_sample_review,observe_as_paper_forward;promote_to_real_money;add_broker_integration;place_live_orders;use_futures_contract_logic;tune_parameters;add_symbols_without_review
combo_plus_commodity_basket_80_20_v1,fixed_strategy_combination,commodity_ETF,profit_exploration,tier1_or_tier2_exploratory,watchlist,implemented_research_sample,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,inside_90d_budget,evidence/commodity_lab/risk_control_batch1_diagnostics_completion/latest/,/Users/jcruzlopez/trading/trading_tournament/evidence/commodity_lab/risk_control_batch1/latest/risk_control_batch1_results.csv,0.3076923076923077,0.0512820512820512,-275.0245208314236,,,,resolve blocker before any candidate_exhaustive queue decision,exploratory_public_data_only;not_candidate_exhaustive_validated;not_paper_forward_allowed;product_identity_review_required;wrapper_tax_roll_risk_review_required,,resolve_blocker_before_review,False,False,research_sample_review,observe_as_paper_forward;promote_to_real_money;add_broker_integration;place_live_orders;use_futures_contract_logic;tune_parameters;add_symbols_without_review;change_active_combo_rules;replace_spy200d
crypto_spot_tsmom_tier2_review_v1,crypto_spot_trend,crypto_spot,strategy_candidate_queue,tier1_research_queue,data_gated,not_implemented,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/strategy_candidate_queue/latest/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,queue_only;crypto_tier2_required;execution_model_missing;not_implemented,,resolve_blocker_before_review,False,False,research_memo,run_backtest;observe_as_paper_forward;promote_to_real_money;add_broker_integration;tune_parameters;skip_gates
crypto_spot_tsmom_top1_cash_filter_v1,crypto_spot_trend,crypto_spot,profit_exploration,tier2_exploratory,watchlist,implemented_research_sample,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,breaches_90d_budget,evidence/crypto_lab/tier2_risk_control_batch1/latest/,/Users/jcruzlopez/trading/trading_tournament/evidence/crypto_lab/tier2_risk_control_batch1/latest/tier2_risk_control_batch1_results.csv,0.1025641025641025,0.0769230769230769,-1265.1518080332617,0.0769230769230769,,,resolve blocker before any candidate_exhaustive queue decision,crypto_tier2_exploratory;not_candidate_exhaustive_validated;not_paper_forward_allowed;exchange_cost_24_7_review_required,,resolve_blocker_before_review,False,False,research_sample_review,observe_as_paper_forward;promote_to_real_money;add_broker_integration;place_live_orders;use_futures_contract_logic;use_perpetuals;use_margin;use_leverage;tune_parameters;add_crypto_assets_without_review;change_active_combo_rules;replace_spy200d
crypto_spot_equal_weight_200d_filter_v1,crypto_spot_trend,crypto_spot,profit_exploration,tier2_exploratory,high_upside_high_risk_watchlist,implemented_research_sample,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,breaches_90d_budget,evidence/crypto_lab/tier2_risk_control_batch1/latest/,/Users/jcruzlopez/trading/trading_tournament/evidence/crypto_lab/tier2_risk_control_batch1/latest/tier2_risk_control_batch1_results.csv,0.1025641025641025,0.1025641025641025,-1041.1890628177516,0.0512820512820512,,,resolve blocker before any candidate_exhaustive queue decision,crypto_tier2_exploratory;not_candidate_exhaustive_validated;not_paper_forward_allowed;exchange_cost_24_7_review_required,,resolve_blocker_before_review,False,False,research_sample_review,observe_as_paper_forward;promote_to_real_money;add_broker_integration;place_live_orders;use_futures_contract_logic;use_perpetuals;use_margin;use_leverage;tune_parameters;add_crypto_assets_without_review;change_active_combo_rules;replace_spy200d
combo_plus_crypto_spot_tsmom_90_10_v1,fixed_strategy_combination,crypto_spot,profit_exploration,tier2_exploratory,research_sample_candidate,implemented_research_sample,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,inside_90d_budget,evidence/crypto_lab/tier2_risk_control_batch1/latest/,/Users/jcruzlopez/trading/trading_tournament/evidence/crypto_lab/tier2_risk_control_batch1/latest/tier2_risk_control_batch1_results.csv,0.3076923076923077,0.1794871794871795,-368.679955877526,,,,resolve blocker before any candidate_exhaustive queue decision,crypto_tier2_exploratory;not_candidate_exhaustive_validated;not_paper_forward_allowed;active_combo_rules_unchanged;exchange_cost_24_7_review_required,,resolve_blocker_before_review,False,False,research_sample_review,observe_as_paper_forward;promote_to_real_money;add_broker_integration;place_live_orders;use_futures_contract_logic;use_perpetuals;use_margin;use_leverage;tune_parameters;add_crypto_assets_without_review;change_active_combo_rules;replace_spy200d
global_multi_asset_tsmom_top2_v1,global_multi_asset_etf_momentum,etf_fund_wrappers,profit_exploration,tier1_or_tier2_exploratory,research_sample_candidate_risk_budget_breach,implemented_research_sample,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,inside_90d_budget,evidence/multi_asset_lab/fast_exploration_batch1/latest/,/Users/jcruzlopez/trading/trading_tournament/evidence/profit_exploration/latest/profit_rankings.csv,0.6410256410256411,0.3076923076923077,-574.1186612854481,,23.541216981101115,,resolve blocker before any candidate_exhaustive queue decision,risk_budget_breach;not_candidate_exhaustive_validated;not_paper_forward_allowed;exploratory_public_data,nan,resolve_blocker_before_review,False,False,research_sample_review,observe_as_paper_forward;promote_to_real_money;add_broker_integration;place_live_orders;use_futures_contract_logic;use_leverage;use_margin;use_shorting;tune_parameters;add_symbols_without_review;change_active_combo_rules;replace_spy200d
global_multi_asset_tsmom_top2_defensive_50_v1,global_multi_asset_etf_momentum,etf_fund_wrappers,profit_exploration,tier1_or_tier2_exploratory,watchlist,implemented_research_sample,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,inside_90d_budget,evidence/multi_asset_lab/fast_exploration_batch1/latest/,/Users/jcruzlopez/trading/trading_tournament/evidence/profit_exploration/latest/profit_rankings.csv,0.2051282051282051,0.0256410256410256,-263.28652384046745,,143.1315719287095,,resolve blocker before any candidate_exhaustive queue decision,target_dilution;not_candidate_exhaustive_validated;not_paper_forward_allowed;exploratory_public_data,nan,resolve_blocker_before_review,False,False,research_sample_review,observe_as_paper_forward;promote_to_real_money;add_broker_integration;place_live_orders;use_futures_contract_logic;use_leverage;use_margin;use_shorting;tune_parameters;add_symbols_without_review;change_active_combo_rules;replace_spy200d
combo_plus_global_multi_asset_80_20_v1,fixed_strategy_combination,etf_fund_wrappers,profit_exploration,tier1_or_tier2_exploratory,watchlist,implemented_research_sample,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,inside_90d_budget,evidence/multi_asset_lab/fast_exploration_batch1/latest/,/Users/jcruzlopez/trading/trading_tournament/evidence/profit_exploration/latest/profit_rankings.csv,0.3076923076923077,0.2051282051282051,-420.76300101953575,,23.6293126653145,,resolve blocker before any candidate_exhaustive queue decision,no_material_score_improvement_vs_combo;not_candidate_exhaustive_validated;active_combo_rules_unchanged;not_paper_forward_allowed,nan,resolve_blocker_before_review,False,False,research_sample_review,observe_as_paper_forward;promote_to_real_money;add_broker_integration;place_live_orders;use_futures_contract_logic;use_leverage;use_margin;use_shorting;tune_parameters;add_symbols_without_review;change_active_combo_rules;replace_spy200d
individual_stock_momentum_gate1b_v1,individual_stock_momentum,individual_stocks,strategy_candidate_queue,tier1_research_queue,conditional_pending_package_and_terms_selection,not_implemented,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/research_memos/gate1f/individual_stock_momentum/latest/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,sharadar_package_not_selected;terms_acceptance_not_confirmed;cache_rights_unclear;delisting_treatment_unknown;point_in_time_universe_unclear;not_implemented,,resolve_blocker_before_review,False,False,user_select_sharadar_package,run_backtest;implement_strategy_without_data_gate;download_stock_data_without_gate1e;call_provider_api_without_terms_security;download_full_stock_universe;run_stock_backtest_before_tiny_sample_quality;call_provider_without_terms_acceptance;download_stock_data_without_tiny_sample_gate;download_stock_data_without_provider_terms_review;use_current_ticker_only_as_serious_evidence;ignore_delistings;ignore_survivorship_bias;observe_as_paper_forward;promote_to_real_money;add_broker_integration;place_live_orders;tune_parameters;skip_gates
options_futures_forex_intraday_blocked_reference_v1,multi_blocked_reference,options_futures_forex_intraday_volatility,strategy_candidate_queue,blocked_by_gate,reject_for_now,not_implemented,False,False,False,False,False,reject,Existing evidence already rejects this row or marks it reject_for_now.,rejected_by_existing_evidence,not_flagged,evidence_missing,evidence/strategy_candidate_queue/latest/,,,,,,,,new isolated version and fresh evidence required to reopen,,,no_action,False,False,research_memo,run_backtest;observe_as_paper_forward;promote_to_real_money;add_broker_integration;tune_parameters;skip_gates
