date,strategy,event_type,event_reason,strategy_pnl,project_equity,notes
2010-03-15,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,147.7719304656999,2907.0941933930253,
2010-03-15,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,147.7719304656999,2907.0941933930253,
2010-03-15,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,147.7719304656999,2907.0941933930253,
2010-03-15,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,147.7719304656999,2907.0941933930253,
2010-03-16,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,159.29484095630107,2927.2221039845745,
2010-03-17,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,167.65611264174265,2941.320514685668,
2010-03-17,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,167.65611264174265,2941.320514685668,
2010-03-17,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,167.65611264174265,2941.320514685668,
2010-03-17,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,167.65611264174265,2941.320514685668,
2010-03-17,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,167.65611264174265,2941.320514685668,
2010-03-18,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,167.89684390559546,2941.2025341183353,
2010-03-18,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,167.89684390559546,2941.2025341183353,
2010-03-18,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,167.89684390559546,2941.2025341183353,
2010-03-18,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,167.89684390559546,2941.2025341183353,
2010-03-18,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,167.89684390559546,2941.2025341183353,
2010-03-19,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,162.58876209418403,2932.373925712793,
2010-03-19,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,162.58876209418403,2932.373925712793,
2010-03-19,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,162.58876209418403,2932.373925712793,
2010-03-19,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,162.58876209418403,2932.373925712793,
2010-03-23,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,187.36588549542304,2974.0355083278682,
2010-03-23,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,187.36588549542304,2974.0355083278682,
2010-03-23,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,187.36588549542304,2974.0355083278682,
2010-03-24,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,178.45906488623757,2960.4584330317984,
2010-03-24,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,178.45906488623757,2960.4584330317984,
2010-03-24,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,178.45906488623757,2960.4584330317984,
2010-03-24,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,178.45906488623757,2960.4584330317984,
2010-03-24,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,178.45906488623757,2960.4584330317984,
2010-03-25,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,184.68198440716458,2973.5074620112864,
2010-03-26,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,189.90818450290664,2983.403583418605,
2010-03-29,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,194.41873521365616,2989.709943568613,
2010-03-30,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,194.33012365065628,2988.5441963861313,
2010-03-30,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,194.33012365065628,2988.5441963861313,
2010-03-31,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,182.16506037837144,2967.757297559854,
2010-03-31,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,182.16506037837144,2967.757297559854,
2010-04-05,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,209.19013371690426,3017.4143871062433,
2010-04-05,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,209.19013371690426,3017.4143871062433,
2010-04-05,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,209.19013371690426,3017.4143871062433,
2010-04-05,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,209.19013371690426,3017.4143871062433,
2010-04-06,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,209.20300201221468,3019.223814935255,
2010-04-06,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,209.20300201221468,3019.223814935255,
2010-04-06,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,209.20300201221468,3019.223814935255,
2010-04-06,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,209.20300201221468,3019.223814935255,
2010-04-06,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,209.20300201221468,3019.223814935255,
2010-04-07,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,201.0758151575704,3006.785751975528,
2010-04-07,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,201.0758151575704,3006.785751975528,
2010-04-07,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,201.0758151575704,3006.785751975528,
2010-04-07,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,201.0758151575704,3006.785751975528,
2010-04-07,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,201.0758151575704,3006.785751975528,
2010-04-08,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,213.9558155092875,3031.1615330659015,
2010-04-09,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,226.28699527393402,3052.473676934861,
2010-04-09,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,226.28699527393402,3052.473676934861,
2010-04-12,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,228.12719363566742,3054.3138752965942,
2010-04-12,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,228.12719363566742,3054.3138752965942,
2010-04-12,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,228.12719363566742,3054.3138752965942,
2010-04-12,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,228.12719363566742,3054.3138752965942,
2010-04-12,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,228.12719363566742,3054.3138752965942,
2010-04-13,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,232.9569102859432,3065.6099061044943,
2010-04-13,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,232.9569102859432,3065.6099061044943,
2010-04-13,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,232.9569102859432,3065.6099061044943,
2010-04-13,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,232.9569102859432,3065.6099061044943,
2010-04-13,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,232.9569102859432,3065.6099061044943,
2010-04-14,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,253.41406427891377,3105.1069573638424,
2010-04-14,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,253.41406427891377,3105.1069573638424,
2010-04-14,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,253.41406427891377,3105.1069573638424,
2010-04-14,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,253.41406427891377,3105.1069573638424,
2010-04-14,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,253.41406427891377,3105.1069573638424,
2010-04-15,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,257.95017145711256,3115.0319930487026,
2010-04-15,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,257.95017145711256,3115.0319930487026,
2010-04-15,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,257.95017145711256,3115.0319930487026,
2010-04-15,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,257.95017145711256,3115.0319930487026,
2010-04-15,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,257.95017145711256,3115.0319930487026,
2010-04-16,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,238.45063031704805,3079.0067045259875,
2010-04-16,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,238.45063031704805,3079.0067045259875,
2010-04-16,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,238.45063031704805,3079.0067045259875,
2010-04-16,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,238.45063031704805,3079.0067045259875,
2010-04-16,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,238.45063031704805,3079.0067045259875,
2010-04-19,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,242.9236150583891,3085.6357107266585,
2010-04-21,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,266.05159354170735,3129.5995626032673,
2010-04-22,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,289.3965539878068,3175.5768726325314,
2010-04-23,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,289.0767853852456,3176.3350730877214,
2010-04-23,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,289.0767853852456,3176.3350730877214,
2010-04-23,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,289.0767853852456,3176.3350730877214,
2010-04-23,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,289.0767853852456,3176.3350730877214,
2010-04-26,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,298.22539527383543,3195.542282763068,
2010-04-26,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,298.22539527383543,3195.542282763068,
2010-04-26,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,298.22539527383543,3195.542282763068,
2010-04-26,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,298.22539527383543,3195.542282763068,
2010-04-26,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,298.22539527383543,3195.542282763068,
2010-04-27,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,249.66838459155514,3109.6239846801554,
2010-04-27,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,249.66838459155514,3109.6239846801554,
2010-04-28,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,250.99515674878992,3109.1117306335163,
2010-04-30,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,272.1005831121127,3130.2171569968395,
2010-05-03,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,272.85424505685364,3142.65673814579,
2010-05-04,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,271.92146928993066,3121.7301473028438,
2010-05-06,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,330.0682166337874,3176.3116062097065,
2010-05-07,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,324.2095428029857,3170.452932378905,
2010-05-17,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,333.5993458062662,3189.173935602639,
2010-05-19,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,314.22026956645044,3155.652347610344,
2010-06-17,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,345.6252412144655,3189.2600066896302,
2010-06-18,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,340.8864747909351,3184.5212402661,
2010-06-18,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,340.8864747909351,3184.5212402661,
2010-06-21,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,333.84305539675023,3150.0823223041107,
2010-06-21,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,333.84305539675023,3150.0823223041107,
2010-06-21,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,333.84305539675023,3150.0823223041107,
2010-07-27,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,365.2413667318464,3175.960916682653,
2010-07-27,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,365.2413667318464,3175.960916682653,
2010-07-27,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,365.2413667318464,3175.960916682653,
2010-07-27,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,365.2413667318464,3175.960916682653,
2010-08-03,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,363.3850062368072,3174.1045561876144,
2010-08-04,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,372.3910490089532,3183.11059895976,
2010-08-05,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,373.8894273998724,3184.608977350679,
2010-08-06,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,368.02908403311926,3178.748633983926,
2010-08-06,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,368.02908403311926,3178.748633983926,
2010-08-09,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,373.2981961084423,3184.685264815969,
2010-08-10,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,366.1795965361082,3184.0839228653986,
2010-08-11,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,325.6218801803387,3150.797572904014,
2010-08-11,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,325.6218801803387,3150.797572904014,
2010-10-11,A_ETF_sector_momentum,strategy_position_limit_reached,position_limit_exceeded,259.14569659890554,3270.0295317089763,
2010-10-21,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,349.67484680316045,3262.5117767956967,
2010-10-22,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,343.41646707100654,3255.9546690207485,
2010-10-22,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,343.41646707100654,3255.9546690207485,
2010-10-25,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,342.16601617290377,3254.8093861571356,
2010-10-25,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,342.16601617290377,3254.8093861571356,
2010-10-25,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,342.16601617290377,3254.8093861571356,
2010-10-26,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,335.26518924233363,3246.4351775828713,
2010-10-26,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,335.26518924233363,3246.4351775828713,
2010-10-26,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,335.26518924233363,3246.4351775828713,
2010-10-26,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,335.26518924233363,3246.4351775828713,
2010-10-27,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,326.55846241361803,3237.1523681449085,
2010-10-27,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,326.55846241361803,3237.1523681449085,
2010-10-27,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,326.55846241361803,3237.1523681449085,
2010-10-28,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,316.8329822516069,3229.06889360494,
2010-11-01,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,314.40405484277994,3227.492068679211,
2010-11-01,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,314.40405484277994,3227.492068679211,
2010-11-02,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,332.08941841190546,3244.4297561870744,
2010-11-02,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,332.08941841190546,3244.4297561870744,
2010-11-03,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,340.05931195492633,3252.8490257257026,
2010-11-03,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,340.05931195492633,3252.8490257257026,
2010-11-03,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,340.05931195492633,3252.8490257257026,
2010-11-03,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,340.05931195492633,3252.8490257257026,
2010-11-03,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,340.05931195492633,3252.8490257257026,
2010-11-04,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,364.0684533626254,3277.156467199057,
2010-11-04,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,364.0684533626254,3277.156467199057,
2010-11-04,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,364.0684533626254,3277.156467199057,
2010-11-04,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,364.0684533626254,3277.156467199057,
2010-11-04,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,364.0684533626254,3277.156467199057,
2010-11-05,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,360.6481045958639,3272.689714328239,
2010-11-05,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,360.6481045958639,3272.689714328239,
2010-11-05,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,360.6481045958639,3272.689714328239,
2010-11-05,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,360.6481045958639,3272.689714328239,
2010-11-05,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,360.6481045958639,3272.689714328239,
2010-11-08,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,361.23382117187856,3272.737960044658,
2010-11-08,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,361.23382117187856,3272.737960044658,
2010-11-08,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,361.23382117187856,3272.737960044658,
2010-11-08,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,361.23382117187856,3272.737960044658,
2010-11-08,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,361.23382117187856,3272.737960044658,
2010-11-09,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,350.6621810044341,3260.3912458234586,
2010-11-09,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,350.6621810044341,3260.3912458234586,
2010-11-09,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,350.6621810044341,3260.3912458234586,
2010-11-11,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,347.5681866625332,3257.782152464629,
2010-11-12,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,322.9233365856806,3232.743672640164,
2010-11-29,A_ETF_sector_momentum,strategy_position_limit_reached,position_limit_exceeded,250.28892589220757,3244.932307370076,
2010-12-06,A_ETF_sector_momentum,strategy_position_limit_reached,position_limit_exceeded,321.78200337626583,3340.665808545275,
2010-12-06,A_ETF_sector_momentum,strategy_position_limit_reached,position_limit_exceeded,321.78200337626583,3340.665808545275,
2010-12-13,A_ETF_sector_momentum,strategy_position_limit_reached,position_limit_exceeded,330.04995701043276,3348.3121770568882,
2010-12-13,A_ETF_sector_momentum,strategy_position_limit_reached,position_limit_exceeded,330.04995701043276,3348.3121770568882,
2010-12-20,A_ETF_sector_momentum,strategy_position_limit_reached,position_limit_exceeded,354.64780404617056,3368.7664335174804,
2010-12-20,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,341.1664829828581,3368.7654981536207,
2010-12-20,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,341.1664829828581,3368.7654981536207,
2010-12-20,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,341.1664829828581,3368.7654981536207,
2010-12-20,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,341.1664829828581,3368.7654981536207,
2010-12-21,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,346.80282305339716,3395.1004476993453,
2010-12-21,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,346.80282305339716,3395.1004476993453,
2010-12-21,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,346.80282305339716,3395.1004476993453,
2010-12-21,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,346.80282305339716,3395.1004476993453,
2010-12-21,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,346.80282305339716,3395.1004476993453,
2010-12-22,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,343.901180505129,3393.592720594907,
2010-12-22,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,343.901180505129,3393.592720594907,
2010-12-22,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,343.901180505129,3393.592720594907,
2010-12-22,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,343.901180505129,3393.592720594907,
2010-12-22,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,343.901180505129,3393.592720594907,
2010-12-23,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,343.68914104561003,3385.91858510113,
2010-12-23,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,343.68914104561003,3385.91858510113,
2010-12-23,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,343.68914104561003,3385.91858510113,
2010-12-23,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,343.68914104561003,3385.91858510113,
2010-12-23,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,343.68914104561003,3385.91858510113,
2010-12-27,A_ETF_sector_momentum,strategy_position_limit_reached,position_limit_exceeded,369.4836069370499,3388.414709628613,
2010-12-27,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,345.9798915669704,3388.414709628613,
2010-12-27,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,345.9798915669704,3388.414709628613,
2010-12-27,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,345.9798915669704,3388.414709628613,
2010-12-27,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,345.9798915669704,3388.414709628613,
2010-12-28,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,342.4469074909392,3378.2145200668774,
2010-12-28,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,342.4469074909392,3378.2145200668774,
2010-12-28,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,342.4469074909392,3378.2145200668774,
2010-12-28,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,342.4469074909392,3378.2145200668774,
2010-12-29,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,345.14862645538665,3388.152920934011,
2010-12-29,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,345.14862645538665,3388.152920934011,
2010-12-29,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,345.14862645538665,3388.152920934011,
2010-12-29,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,345.14862645538665,3388.152920934011,
2010-12-30,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,345.76280557124835,3383.6670204047045,
2010-12-30,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,345.76280557124835,3383.6670204047045,
2010-12-30,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,345.76280557124835,3383.6670204047045,
2010-12-30,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,345.76280557124835,3383.6670204047045,
2010-12-31,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,344.2869904542223,3370.339550188745,
2011-01-03,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,347.668727989299,3403.870583209542,
2011-01-04,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,348.02523874497484,3395.95049787308,
2011-01-04,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,348.02523874497484,3395.95049787308,
2011-01-04,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,348.02523874497484,3395.95049787308,
2011-01-04,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,348.02523874497484,3395.95049787308,
2011-01-04,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,348.02523874497484,3395.95049787308,
2011-01-05,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,346.8272067077979,3412.944552939509,
2011-01-05,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,346.8272067077979,3412.944552939509,
2011-01-05,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,346.8272067077979,3412.944552939509,
2011-01-06,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,351.78145606150395,3406.9734501709763,
2011-01-06,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,351.78145606150395,3406.9734501709763,
2011-01-06,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,351.78145606150395,3406.9734501709763,
2011-01-06,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,351.78145606150395,3406.9734501709763,
2011-01-06,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,351.78145606150395,3406.9734501709763,
2011-01-07,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,350.5164389357969,3402.308758857833,
2011-01-07,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,350.5164389357969,3402.308758857833,
2011-01-07,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,350.5164389357969,3402.308758857833,
2011-01-10,A_ETF_sector_momentum,strategy_position_limit_reached,position_limit_exceeded,376.04600604459256,3401.329227250393,
2011-01-18,A_ETF_sector_momentum,strategy_position_limit_reached,position_limit_exceeded,426.29134962449206,3486.1742501769904,
2011-01-25,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,365.37598164118685,3398.31481975887,
2011-01-27,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,347.9145172941533,3387.2829326511146,
2011-01-27,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,347.9145172941533,3387.2829326511146,
2011-01-27,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,347.9145172941533,3387.2829326511146,
2011-01-27,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,347.9145172941533,3387.2829326511146,
2011-01-27,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,347.9145172941533,3387.2829326511146,
2011-01-28,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,297.15051438393573,3323.092217166542,
2011-01-28,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,297.15051438393573,3323.092217166542,
2011-01-28,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,297.15051438393573,3323.092217166542,
2011-01-28,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,297.15051438393573,3323.092217166542,
2011-03-01,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,291.44592920909747,3438.5495408160778,
2011-03-04,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,308.68223942727604,3480.524992840504,
2011-03-04,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,308.68223942727604,3480.524992840504,
2011-03-04,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,308.68223942727604,3480.524992840504,
2011-03-09,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,280.93574138075513,3419.5242096358984,
2011-03-10,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,227.04301828102598,3313.761137547441,
2011-03-10,B_ETF_trend_following,strategy_position_limit_reached,position_limit_exceeded,227.04301828102598,3313.761137547441,
2011-03-28,B_ETF_trend_following,strategy_risk_cap_block,correlation_cluster_risk_exceeded,236.92186217039128,3361.4598693505486,
2011-03-30,B_ETF_trend_following,strategy_risk_cap_block,correlation_cluster_risk_exceeded,236.78821478244754,3403.4080393615614,
