reference_month,publication_status,bls_release_date,bls_release_time_et,signal_available_timestamp,source_effective_after_close_date,release_source,release_source_locator,release_artifact_hash,cpi_all_items_nsa_level_as_published,prior_year_cpi_level,prior_year_level_source,canonical_cpi_yoy_unrounded,canonical_regime,bls_published_rounded_yoy,bls_published_rounded_regime,rounded_vs_unrounded_regime_disagreement,rebalance_event,point_in_time_safe,signal_contract_version,source_resolution_status,allocation_persistence_rule,forward_fill_used,interpolation_used,imputation_used,parent_dataset_id,parent_dataset_hash
2008-10,published_official_CPI_release,2008-11-19,08:30:00 America/New_York,2008-11-19T08:30:00-05:00,2008-11-20,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_11192008.htm,03d25870904b569fd833f519bfe782b8e1d099ef95ec09663cd38558a7089ac7,216.573,208.936,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,3.655186277137,high,3.7,high,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2008-11,published_official_CPI_release,2008-12-16,08:30:00 America/New_York,2008-12-16T08:30:00-05:00,2008-12-17,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_12162008.htm,ce73007f79e8f77d938e0252b11b008e151ca2d34eb3e8ef9d42d8244e01f134,212.425,210.177,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,1.069574691807,low,1.1,low,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2008-12,published_official_CPI_release,2009-01-16,08:30:00 America/New_York,2009-01-16T08:30:00-05:00,2009-01-20,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_01162009.htm,df059176bde1dc105c602d969a56cab229485a923fc1a0700a1b3e41b5c8d7b9,210.228,210.036,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,0.091412900646,low,0.1,low,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2009-01,published_official_CPI_release,2009-02-20,08:30:00 America/New_York,2009-02-20T08:30:00-05:00,2009-02-23,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_02202009.htm,0a6f6ff5e33b0770bb769338a298db7ae8835c544580d1e3e82d2e207a85a583,211.143,211.080,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,0.029846503695,low,0.0,low,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2009-02,published_official_CPI_release,2009-03-18,08:30:00 America/New_York,2009-03-18T08:30:00-04:00,2009-03-19,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_03182009.htm,ecc4e42cbd639178f13b74649df9d05f15b92921b124f261189f8f4b4fca5aba,212.193,211.693,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,0.236191088038,low,0.2,low,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2009-03,published_official_CPI_release,2009-04-15,08:30:00 America/New_York,2009-04-15T08:30:00-04:00,2009-04-16,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_04152009.htm,c5d20f6ad50e5afb5513cda9cdbed9e0d3bc1d423fd719367948b6c0c3297949,212.709,213.528,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,-0.383556254917,low,-0.4,low,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2009-04,published_official_CPI_release,2009-05-15,08:30:00 America/New_York,2009-05-15T08:30:00-04:00,2009-05-18,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_05152009.htm,e2726b974383932270a5ffa7d31047423951cacd67247fd2ca6cb70ee8e299a7,213.240,214.823,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,-0.736885715217,low,-0.7,low,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2009-05,published_official_CPI_release,2009-06-17,08:30:00 America/New_York,2009-06-17T08:30:00-04:00,2009-06-18,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_06172009.htm,8f67c339baf38cfb62ac6cadbcc7d88ba20efd03e6dee5eff235078bc57e1172,213.856,216.632,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,-1.281435798959,low,-1.3,low,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2009-06,published_official_CPI_release,2009-07-15,08:30:00 America/New_York,2009-07-15T08:30:00-04:00,2009-07-16,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_07152009.htm,d0e9b8fb4587d2737853bcd8a54f0bdd66ee6d393d97a30f1e13d1aa1730fa32,215.693,218.815,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,-1.426776043690,low,-1.4,low,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2009-07,published_official_CPI_release,2009-08-14,08:30:00 America/New_York,2009-08-14T08:30:00-04:00,2009-08-17,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_08142009.htm,626d65c17fba1a25d3d04f2889700e0ff93c2db8de16c75822466e7cfb85343d,215.351,219.964,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,-2.097161353676,low,-2.1,low,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2009-08,published_official_CPI_release,2009-09-16,08:30:00 America/New_York,2009-09-16T08:30:00-04:00,2009-09-17,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_09162009.htm,bc68b5288e0efe00f8bd5876a022a3f1dd577385aa71810381de6ab932b0c606,215.834,219.086,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,-1.484348611961,low,-1.5,low,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2009-09,published_official_CPI_release,2009-10-15,08:30:00 America/New_York,2009-10-15T08:30:00-04:00,2009-10-16,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_10152009.htm,89ceb947fb352a1f2236401af3108172b375662b2f317b539aea7b712e76d48b,215.969,218.783,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,-1.286205966643,low,-1.3,low,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2009-10,published_official_CPI_release,2009-11-18,08:30:00 America/New_York,2009-11-18T08:30:00-05:00,2009-11-19,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_11182009.htm,c271eac5f276aa578ab30bd16755fa0a8da421f57c873f1f1c698d35037fadfa,216.177,216.573,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,-0.182848277486,low,-0.2,low,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2009-11,published_official_CPI_release,2009-12-16,08:30:00 America/New_York,2009-12-16T08:30:00-05:00,2009-12-17,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_12162009.htm,2bcecf8a4caccf5e24cc2cb06d8e672ce0b7f8025b1515864f3da9bda3bacb14,216.330,212.425,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,1.838295869130,medium,1.8,medium,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2009-12,published_official_CPI_release,2010-01-15,08:30:00 America/New_York,2010-01-15T08:30:00-05:00,2010-01-19,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_01152010.htm,5d2632921a53fcd9e3da69a258a6ef257c828b0b3df5a5320f53325a1a0ec47a,215.949,210.228,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,2.721331126206,high,2.7,high,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2010-01,published_official_CPI_release,2010-02-19,08:30:00 America/New_York,2010-02-19T08:30:00-05:00,2010-02-22,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_02192010.htm,42642eb5fdfa8badde82dc18cb20eb84833e4ecf6cf845a9623116b858c4c3ef,216.687,211.143,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,2.625708642958,high,2.6,high,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2010-02,published_official_CPI_release,2010-03-18,08:30:00 America/New_York,2010-03-18T08:30:00-04:00,2010-03-19,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_03182010.htm,3018f5244f9d98d9474b1b9afdea70cdbc3e12693399c10999662c228c07c6ee,216.741,212.193,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,2.143331778145,medium,2.1,medium,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2010-03,published_official_CPI_release,2010-04-14,08:30:00 America/New_York,2010-04-14T08:30:00-04:00,2010-04-15,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_04142010.htm,a822d3b43bd3f2589376888017a95d74b134e56501f3b71ff39ffb29e4dbf3d0,217.631,212.709,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,2.313959446944,medium,2.3,medium,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2010-04,published_official_CPI_release,2010-05-19,08:30:00 America/New_York,2010-05-19T08:30:00-04:00,2010-05-20,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_05192010.htm,cf3704000175fc75564b9c435690f622a412ad74fcc7f29995448ec0f4af532a,218.009,213.240,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,2.236447195648,medium,2.2,medium,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2010-05,published_official_CPI_release,2010-06-17,08:30:00 America/New_York,2010-06-17T08:30:00-04:00,2010-06-18,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_06172010.htm,65583af40a14c2afcb9b8a46b19fc1e1ec15906d923ca912deae7be5eab05654,218.178,213.856,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,2.020986084094,medium,2.0,medium,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2010-06,published_official_CPI_release,2010-07-16,08:30:00 America/New_York,2010-07-16T08:30:00-04:00,2010-07-19,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_07162010.htm,6e92d12fed3d1127962c62e450df95a2dfe6804f49fcebb6533fc96b45fce4f0,217.965,215.693,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,1.053348972846,low,1.1,low,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2010-07,published_official_CPI_release,2010-08-13,08:30:00 America/New_York,2010-08-13T08:30:00-04:00,2010-08-16,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_08132010.htm,8a42169e514783edd036fe027fbccce651147d79401e9ce7f28a280a4442e7bd,218.011,215.351,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,1.235192778301,low,1.2,low,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2010-08,published_official_CPI_release,2010-09-17,08:30:00 America/New_York,2010-09-17T08:30:00-04:00,2010-09-20,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_09172010.htm,7315001e6d3d4ebb8b84a418b22c7120d5cf1664443aa9dacefa25187acb5585,218.312,215.834,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,1.148104561839,low,1.1,low,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2010-09,published_official_CPI_release,2010-10-15,08:30:00 America/New_York,2010-10-15T08:30:00-04:00,2010-10-18,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_10152010.htm,20303a4bb77bc5b6650790727883ddaa8182d42ca378f040cba56f3a8c2a0d9a,218.439,215.969,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,1.143682658159,low,1.1,low,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2010-10,published_official_CPI_release,2010-11-17,08:30:00 America/New_York,2010-11-17T08:30:00-05:00,2010-11-18,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_11172010.htm,e1d93443e61201cf367f9b434779e097052107f6271352e727cefa2a75f2e720,218.711,216.177,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,1.172187605527,low,1.2,low,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2010-11,published_official_CPI_release,2010-12-15,08:30:00 America/New_York,2010-12-15T08:30:00-05:00,2010-12-16,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_12152010.htm,121ebdb059c53db40ea0c63eec05a4d30d50dedd8ef77386a6c38475d97e610c,218.803,216.330,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,1.143160911570,low,1.1,low,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2010-12,published_official_CPI_release,2011-01-14,08:30:00 America/New_York,2011-01-14T08:30:00-05:00,2011-01-18,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_01142011.htm,84341c35e726c2a16d05841f00eaaa1e773d3d05a1206203e961d1ee7307df95,219.179,215.949,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,1.495723527314,low,1.5,medium,true,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2011-01,published_official_CPI_release,2011-02-17,08:30:00 America/New_York,2011-02-17T08:30:00-05:00,2011-02-18,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_02172011.htm,9b5bb52ef621bab1071cdbcbd3a680a72c47b68b2fc1bc458b574541d4025231,220.223,216.687,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,1.631846857449,medium,1.6,medium,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2011-02,published_official_CPI_release,2011-03-17,08:30:00 America/New_York,2011-03-17T08:30:00-04:00,2011-03-18,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_03172011.htm,f76c5cc2df6b6fdb54756544404500279f01da95f221e7aff34150d40c5ecbfc,221.309,216.741,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,2.107584628658,medium,2.1,medium,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2011-03,published_official_CPI_release,2011-04-15,08:30:00 America/New_York,2011-04-15T08:30:00-04:00,2011-04-18,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_04152011.htm,0e1b1504b41521b5e9cc27ec18d9e7d3c0728ba00ee032985ef0ac80e3806354,223.467,217.631,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,2.681603264241,high,2.7,high,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2011-04,published_official_CPI_release,2011-05-13,08:30:00 America/New_York,2011-05-13T08:30:00-04:00,2011-05-16,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_05132011.htm,f2356ba3e12a4f588769065e2033c3dcc144be18dfbfddc6d0bfee3c26363f0c,224.906,218.009,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,3.163630859276,high,3.2,high,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2011-05,published_official_CPI_release,2011-06-15,08:30:00 America/New_York,2011-06-15T08:30:00-04:00,2011-06-16,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_06152011.htm,55c89ee0852dd653691630303aa3286e347c64340ee4bda8fc325e60ba7baba0,225.964,218.178,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,3.568645784635,high,3.6,high,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2011-06,published_official_CPI_release,2011-07-15,08:30:00 America/New_York,2011-07-15T08:30:00-04:00,2011-07-18,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_07152011.htm,55683fd70169c0996a7ce5a4538bbd9c95f047c773814624288c36e01c317f76,225.722,217.965,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,3.558828252242,high,3.6,high,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2011-07,published_official_CPI_release,2011-08-18,08:30:00 America/New_York,2011-08-18T08:30:00-04:00,2011-08-19,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_08182011.htm,c1f7c9fd0da6297a09293261b2f8b413ceea655276c0d2d746656dd0bf19bcad,225.922,218.011,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,3.628715982221,high,3.6,high,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2011-08,published_official_CPI_release,2011-09-15,08:30:00 America/New_York,2011-09-15T08:30:00-04:00,2011-09-16,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_09152011.htm,97862dbcbdb920773fe8bb21a674d30a151f30dd2549b9081708116f096163d7,226.545,218.312,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,3.771208179120,high,3.8,high,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2011-09,published_official_CPI_release,2011-10-19,08:30:00 America/New_York,2011-10-19T08:30:00-04:00,2011-10-20,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_10192011.htm,cf74ef93dc7e7b9e864ac323bbd747c4d8371ac79fc9fe7dd4b74bc49f0696ab,226.889,218.439,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,3.868356841040,high,3.9,high,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2011-10,published_official_CPI_release,2011-11-16,08:30:00 America/New_York,2011-11-16T08:30:00-05:00,2011-11-17,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_11162011.htm,afe787c984a9200335456633db6ce86702fe78013d233f5d22249f583f6032db,226.421,218.711,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,3.525199921357,high,3.5,high,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2011-11,published_official_CPI_release,2011-12-16,08:30:00 America/New_York,2011-12-16T08:30:00-05:00,2011-12-19,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_12162011.htm,7fdbefa26a63b8618c9f299cf06eaea68d066b685dd1c83eef3f634c55521fb7,226.230,218.803,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,3.394377590801,high,3.4,high,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
