id,version,current_tier,status,promotion_requirements,risk_framework_status,paper_forward_allowed_by_risk_framework,promotion_blockers,next_possible_tier,current_blockers
paper_forward_dsr_sector_equal_weight_defensive_filter_v1,v1,tier4_paper_forward,active_paper_demo_observation,Manual review and appropriate validation gate before any promotion.,paper_forward_allowed_recovered,True,no_real_money_promotion;rules_frozen_observe_only;conversation_recovered_evidence,observe_only,no_real_money_promotion;rules_frozen_observe_only;conversation_recovered_evidence
dsr_sector_top3_momentum_defensive_cash_v1,v1,tier2_exploratory,deferred_candidate_queue,Manual review and appropriate validation gate before any promotion.,research_only_recovered,False,conversation_recovered_only;not_recomputed,none,conversation_recovered_only;not_recomputed
gror_balanced_momentum_60_40_v1,v1,tier2_exploratory,watchlist,Manual review and appropriate validation gate before any promotion.,research_only_recovered,False,conversation_recovered_only;not_recomputed,none,conversation_recovered_only;not_recomputed
quality_momentum_etf_proxy,v1,tier2_exploratory,watchlist_no_more_rescue_now,Manual review and appropriate validation gate before any promotion.,research_only_recovered,False,conversation_recovered_only;not_recomputed,none,not_implemented;conversation_recovered_only;not_recomputed
quality_momentum_etf_proxy_risk_control_batch_1,v1,tier2_exploratory,watchlist_family,Manual review and appropriate validation gate before any promotion.,research_only_recovered,False,conversation_recovered_only;not_recomputed,none,not_implemented;conversation_recovered_only;not_recomputed
volatility_managed_equity_etf,v1,tier2_exploratory,active_observation_running,Manual review and appropriate validation gate before any promotion.,research_only_recovered,False,conversation_recovered_only;not_recomputed,none,not_implemented;conversation_recovered_only;not_recomputed
defensive_sector_rotation_etf,v1,tier2_exploratory,active_observation_running,Manual review and appropriate validation gate before any promotion.,research_only_recovered,False,conversation_recovered_only;not_recomputed,none,not_implemented;conversation_recovered_only;not_recomputed
global_risk_on_risk_off_etf,v1,tier2_exploratory,promotion_candidate_found,Manual review and appropriate validation gate before any promotion.,research_only_recovered,False,conversation_recovered_only;not_recomputed,none,not_implemented;conversation_recovered_only;not_recomputed
managed_futures_etf_wrapper,v1,tier2_exploratory,research_sample_candidate,Manual review and appropriate validation gate before any promotion.,research_only_recovered,False,conversation_recovered_only;not_recomputed,none,not_implemented;conversation_recovered_only;not_recomputed
commodity_wrapper,v1,tier2_exploratory,deferred,Manual review and appropriate validation gate before any promotion.,research_only_recovered,False,conversation_recovered_only;not_recomputed,none,deferred;not_implemented;conversation_recovered_only;not_recomputed
crypto_spot,v1,tier2_exploratory,deferred,Manual review and appropriate validation gate before any promotion.,research_only_recovered,False,conversation_recovered_only;not_recomputed,none,deferred;not_implemented;conversation_recovered_only;not_recomputed
individual_stock_momentum,v1,tier2_exploratory,blocked_or_deferred,Manual review and appropriate validation gate before any promotion.,research_only_recovered,False,conversation_recovered_only;not_recomputed,none,not_implemented;conversation_recovered_only;not_recomputed
dsr_sector_top2_momentum_200d_bil_v1,v1,tier2_exploratory,future_review_candidate,Manual review and appropriate validation gate before any promotion.,research_only_recovered,False,conversation_recovered_only;not_recomputed,none,not_implemented;conversation_recovered_only;not_recomputed
dual_momentum_paa_etf_wrapper,v1,tier1_research_queue,future_family_review,"Must pass the proper review, sample, promotion, and candidate validation gates before any observation review.",research_only_planning,False,planning_only;not_tested;no_real_money_path,none,not_implemented;planning_only;not_tested;no_real_money_path
gtaa_faber_style_benchmark_lane,v1,tier1_research_queue,future_benchmark_family,"Must pass the proper review, sample, promotion, and candidate validation gates before any observation review.",research_only_planning,False,planning_only;not_tested;no_real_money_path,none,not_implemented;planning_only;not_tested;no_real_money_path
static_all_weather_or_permanent_portfolio_benchmark,v1,tier1_research_queue,future_benchmark_or_control,"Must pass the proper review, sample, promotion, and candidate validation gates before any observation review.",research_only_planning,False,planning_only;not_tested;no_real_money_path,none,not_implemented;planning_only;not_tested;no_real_money_path
