reference_month,release_date,release_url,release_status,parse_status,release_after_reference_month_end,release_date_unique,source_effective_after_close_date,notes
2024-03,2024-04-10,https://www.bls.gov/news.release/archives/cpi_04102024.htm,canonical_release,parsed,true,true,2024-04-11,
2024-04,2024-05-15,https://www.bls.gov/news.release/archives/cpi_05152024.htm,canonical_release,parsed,true,true,2024-05-16,
2024-05,2024-06-12,https://www.bls.gov/news.release/archives/cpi_06122024.htm,canonical_release,parsed,true,true,2024-06-13,
2024-06,2024-07-11,https://www.bls.gov/news.release/archives/cpi_07112024.htm,canonical_release,parsed,true,true,2024-07-12,
2024-07,2024-08-14,https://www.bls.gov/news.release/archives/cpi_08142024.htm,canonical_release,parsed,true,true,2024-08-15,
2024-08,2024-09-11,https://www.bls.gov/news.release/archives/cpi_09112024.htm,canonical_release,parsed,true,true,2024-09-12,
2024-09,2024-10-10,https://www.bls.gov/news.release/archives/cpi_10102024.htm,canonical_release,parsed,true,true,2024-10-11,
2024-10,2024-11-13,https://www.bls.gov/news.release/archives/cpi_11132024.htm,canonical_release,parsed,true,true,2024-11-14,
2024-11,2024-12-11,https://www.bls.gov/news.release/archives/cpi_12112024.htm,canonical_release,parsed,true,true,2024-12-12,
2024-12,2025-01-15,https://www.bls.gov/news.release/archives/cpi_01152025.htm,canonical_release,parsed,true,true,2025-01-16,
2025-01,2025-02-12,https://www.bls.gov/news.release/archives/cpi_02122025.htm,canonical_release,parsed,true,true,2025-02-13,
2025-02,2025-03-12,https://www.bls.gov/news.release/archives/cpi_03122025.htm,canonical_release,parsed,true,true,2025-03-13,
2025-03,2025-04-10,https://www.bls.gov/news.release/archives/cpi_04102025.htm,canonical_release,parsed,true,true,2025-04-11,
2025-04,2025-05-13,https://www.bls.gov/news.release/archives/cpi_05132025.htm,canonical_release,parsed,true,true,2025-05-14,
2025-05,2025-06-11,https://www.bls.gov/news.release/archives/cpi_06112025.htm,canonical_release,parsed,true,true,2025-06-12,
2025-06,2025-07-15,https://www.bls.gov/news.release/archives/cpi_07152025.htm,canonical_release,parsed,true,true,2025-07-16,
2025-07,2025-08-12,https://www.bls.gov/news.release/archives/cpi_08122025.htm,canonical_release,parsed,true,true,2025-08-13,
2025-08,2025-09-11,https://www.bls.gov/news.release/archives/cpi_09112025.htm,canonical_release,parsed,true,true,2025-09-12,
2025-09,2025-10-24,https://www.bls.gov/news.release/archives/cpi_10242025.htm,canonical_release,parsed,true,true,2025-10-27,
2025-10,,https://www.bls.gov/bls/news-release/cpi.htm,officially_not_published,not_applicable,not_applicable,not_applicable,,October 2025 Consumer Price Index – Not published because of 2025 lapse in federal government appropriations
2025-11,2025-12-18,https://www.bls.gov/news.release/archives/cpi_12182025.htm,canonical_release,parsed,true,true,2025-12-19,
2025-12,2026-01-13,https://www.bls.gov/news.release/archives/cpi_01132026.htm,canonical_release,parsed,true,true,2026-01-14,
2026-01,2026-02-13,https://www.bls.gov/news.release/archives/cpi_02132026.htm,canonical_release,parsed,true,true,2026-02-17,
2026-02,2026-03-11,https://www.bls.gov/news.release/archives/cpi_03112026.htm,canonical_release,parsed,true,true,2026-03-12,
2026-03,2026-04-10,https://www.bls.gov/news.release/archives/cpi_04102026.htm,canonical_release,parsed,true,true,2026-04-13,
2026-04,2026-05-12,https://www.bls.gov/news.release/archives/cpi_05122026.htm,canonical_release,parsed,true,true,2026-05-13,
2026-05,2026-06-10,https://www.bls.gov/news.release/archives/cpi_06102026.htm,canonical_release,parsed,true,true,2026-06-11,
2026-06,2026-07-14,https://www.bls.gov/news.release/archives/cpi_07142026.htm,canonical_release,parsed,true,true,2026-07-15,
