reference_month,bls_release_date,bls_release_time_et,release_source,release_source_locator,release_artifact_hash,cpi_all_items_nsa_level_as_published,cpi_yoy_percent_as_published,published_yoy_source,alfred_vintage_date,alfred_current_month_level_as_of_release,alfred_prior_year_level_as_of_release,bls_prior_year_level_available_as_of_release,prior_year_level_source,computed_yoy_from_same_vintage,published_vs_computed_difference,signal_regime,computed_unrounded_regime,signal_available_timestamp,next_business_day_after_release,source_effective_after_close_date,source_reconciliation_status,threshold_rounding_status,point_in_time_safe,forward_fill_used,interpolation_used,current_revised_history_used
2009-11,2009-12-16,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_12162009.htm,2bcecf8a4caccf5e24cc2cb06d8e672ce0b7f8025b1515864f3da9bda3bacb14,216.330,1.8,direct_BLS_archived_release_table,,,,212.425,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,1.838295869130,-0.038295869130,medium,medium,2009-12-16T08:30:00-05:00,2009-12-17,2009-12-17,rounding_only_difference,audited_no_regime_change,true,false,false,false
2009-12,2010-01-15,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_01152010.htm,5d2632921a53fcd9e3da69a258a6ef257c828b0b3df5a5320f53325a1a0ec47a,215.949,2.7,direct_BLS_archived_release_table,,,,210.228,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,2.721331126206,-0.021331126206,high,high,2010-01-15T08:30:00-05:00,2010-01-19,2010-01-19,rounding_only_difference,audited_no_regime_change,true,false,false,false
2010-01,2010-02-19,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_02192010.htm,42642eb5fdfa8badde82dc18cb20eb84833e4ecf6cf845a9623116b858c4c3ef,216.687,2.6,direct_BLS_archived_release_table,,,,211.143,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,2.625708642958,-0.025708642958,high,high,2010-02-19T08:30:00-05:00,2010-02-22,2010-02-22,rounding_only_difference,audited_no_regime_change,true,false,false,false
2010-02,2010-03-18,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_03182010.htm,3018f5244f9d98d9474b1b9afdea70cdbc3e12693399c10999662c228c07c6ee,216.741,2.1,direct_BLS_archived_release_table,,,,212.193,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,2.143331778145,-0.043331778145,medium,medium,2010-03-18T08:30:00-04:00,2010-03-19,2010-03-19,rounding_only_difference,audited_no_regime_change,true,false,false,false
2010-03,2010-04-14,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_04142010.htm,a822d3b43bd3f2589376888017a95d74b134e56501f3b71ff39ffb29e4dbf3d0,217.631,2.3,direct_BLS_archived_release_table,,,,212.709,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,2.313959446944,-0.013959446944,medium,medium,2010-04-14T08:30:00-04:00,2010-04-15,2010-04-15,rounding_only_difference,audited_no_regime_change,true,false,false,false
2010-04,2010-05-19,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_05192010.htm,cf3704000175fc75564b9c435690f622a412ad74fcc7f29995448ec0f4af532a,218.009,2.2,direct_BLS_archived_release_table,,,,213.240,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,2.236447195648,-0.036447195648,medium,medium,2010-05-19T08:30:00-04:00,2010-05-20,2010-05-20,rounding_only_difference,audited_no_regime_change,true,false,false,false
2010-05,2010-06-17,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_06172010.htm,65583af40a14c2afcb9b8a46b19fc1e1ec15906d923ca912deae7be5eab05654,218.178,2.0,direct_BLS_archived_release_table,,,,213.856,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,2.020986084094,-0.020986084094,medium,medium,2010-06-17T08:30:00-04:00,2010-06-18,2010-06-18,rounding_only_difference,audited_no_regime_change,true,false,false,false
2010-06,2010-07-16,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_07162010.htm,6e92d12fed3d1127962c62e450df95a2dfe6804f49fcebb6533fc96b45fce4f0,217.965,1.1,direct_BLS_archived_release_table,,,,215.693,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,1.053348972846,0.046651027154,low,low,2010-07-16T08:30:00-04:00,2010-07-19,2010-07-19,rounding_only_difference,audited_no_regime_change,true,false,false,false
2010-07,2010-08-13,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_08132010.htm,8a42169e514783edd036fe027fbccce651147d79401e9ce7f28a280a4442e7bd,218.011,1.2,direct_BLS_archived_release_table,,,,215.351,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,1.235192778301,-0.035192778301,low,low,2010-08-13T08:30:00-04:00,2010-08-16,2010-08-16,rounding_only_difference,audited_no_regime_change,true,false,false,false
2010-08,2010-09-17,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_09172010.htm,7315001e6d3d4ebb8b84a418b22c7120d5cf1664443aa9dacefa25187acb5585,218.312,1.1,direct_BLS_archived_release_table,,,,215.834,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,1.148104561839,-0.048104561839,low,low,2010-09-17T08:30:00-04:00,2010-09-20,2010-09-20,rounding_only_difference,audited_no_regime_change,true,false,false,false
2010-09,2010-10-15,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_10152010.htm,20303a4bb77bc5b6650790727883ddaa8182d42ca378f040cba56f3a8c2a0d9a,218.439,1.1,direct_BLS_archived_release_table,,,,215.969,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,1.143682658159,-0.043682658159,low,low,2010-10-15T08:30:00-04:00,2010-10-18,2010-10-18,rounding_only_difference,audited_no_regime_change,true,false,false,false
2010-10,2010-11-17,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_11172010.htm,e1d93443e61201cf367f9b434779e097052107f6271352e727cefa2a75f2e720,218.711,1.2,direct_BLS_archived_release_table,,,,216.177,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,1.172187605527,0.027812394473,low,low,2010-11-17T08:30:00-05:00,2010-11-18,2010-11-18,rounding_only_difference,audited_no_regime_change,true,false,false,false
2010-11,2010-12-15,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_12152010.htm,121ebdb059c53db40ea0c63eec05a4d30d50dedd8ef77386a6c38475d97e610c,218.803,1.1,direct_BLS_archived_release_table,,,,216.330,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,1.143160911570,-0.043160911570,low,low,2010-12-15T08:30:00-05:00,2010-12-16,2010-12-16,rounding_only_difference,audited_no_regime_change,true,false,false,false
2010-12,2011-01-14,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_01142011.htm,84341c35e726c2a16d05841f00eaaa1e773d3d05a1206203e961d1ee7307df95,219.179,1.5,direct_BLS_archived_release_table,,,,215.949,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,1.495723527314,0.004276472686,medium,low,2011-01-14T08:30:00-05:00,2011-01-18,2011-01-18,rounding_only_difference,threshold_rounding_requires_source_decision,true,false,false,false
2011-01,2011-02-17,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_02172011.htm,9b5bb52ef621bab1071cdbcbd3a680a72c47b68b2fc1bc458b574541d4025231,220.223,1.6,direct_BLS_archived_release_table,,,,216.687,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,1.631846857449,-0.031846857449,medium,medium,2011-02-17T08:30:00-05:00,2011-02-18,2011-02-18,rounding_only_difference,audited_no_regime_change,true,false,false,false
2011-02,2011-03-17,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_03172011.htm,f76c5cc2df6b6fdb54756544404500279f01da95f221e7aff34150d40c5ecbfc,221.309,2.1,direct_BLS_archived_release_table,,,,216.741,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,2.107584628658,-0.007584628658,medium,medium,2011-03-17T08:30:00-04:00,2011-03-18,2011-03-18,rounding_only_difference,audited_no_regime_change,true,false,false,false
2011-03,2011-04-15,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_04152011.htm,0e1b1504b41521b5e9cc27ec18d9e7d3c0728ba00ee032985ef0ac80e3806354,223.467,2.7,direct_BLS_archived_release_table,,,,217.631,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,2.681603264241,0.018396735759,high,high,2011-04-15T08:30:00-04:00,2011-04-18,2011-04-18,rounding_only_difference,audited_no_regime_change,true,false,false,false
2011-04,2011-05-13,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_05132011.htm,f2356ba3e12a4f588769065e2033c3dcc144be18dfbfddc6d0bfee3c26363f0c,224.906,3.2,direct_BLS_archived_release_table,,,,218.009,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,3.163630859276,0.036369140724,high,high,2011-05-13T08:30:00-04:00,2011-05-16,2011-05-16,rounding_only_difference,audited_no_regime_change,true,false,false,false
2011-05,2011-06-15,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_06152011.htm,55c89ee0852dd653691630303aa3286e347c64340ee4bda8fc325e60ba7baba0,225.964,3.6,direct_BLS_archived_release_table,,,,218.178,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,3.568645784635,0.031354215365,high,high,2011-06-15T08:30:00-04:00,2011-06-16,2011-06-16,rounding_only_difference,audited_no_regime_change,true,false,false,false
2011-06,2011-07-15,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_07152011.htm,55683fd70169c0996a7ce5a4538bbd9c95f047c773814624288c36e01c317f76,225.722,3.6,direct_BLS_archived_release_table,,,,217.965,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,3.558828252242,0.041171747758,high,high,2011-07-15T08:30:00-04:00,2011-07-18,2011-07-18,rounding_only_difference,audited_no_regime_change,true,false,false,false
2011-07,2011-08-18,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_08182011.htm,c1f7c9fd0da6297a09293261b2f8b413ceea655276c0d2d746656dd0bf19bcad,225.922,3.6,direct_BLS_archived_release_table,,,,218.011,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,3.628715982221,-0.028715982221,high,high,2011-08-18T08:30:00-04:00,2011-08-19,2011-08-19,rounding_only_difference,audited_no_regime_change,true,false,false,false
2011-08,2011-09-15,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_09152011.htm,97862dbcbdb920773fe8bb21a674d30a151f30dd2549b9081708116f096163d7,226.545,3.8,direct_BLS_archived_release_table,,,,218.312,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,3.771208179120,0.028791820880,high,high,2011-09-15T08:30:00-04:00,2011-09-16,2011-09-16,rounding_only_difference,audited_no_regime_change,true,false,false,false
2011-09,2011-10-19,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_10192011.htm,cf74ef93dc7e7b9e864ac323bbd747c4d8371ac79fc9fe7dd4b74bc49f0696ab,226.889,3.9,direct_BLS_archived_release_table,,,,218.439,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,3.868356841040,0.031643158960,high,high,2011-10-19T08:30:00-04:00,2011-10-20,2011-10-20,rounding_only_difference,audited_no_regime_change,true,false,false,false
2011-10,2011-11-16,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_11162011.htm,afe787c984a9200335456633db6ce86702fe78013d233f5d22249f583f6032db,226.421,3.5,direct_BLS_archived_release_table,,,,218.711,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,3.525199921357,-0.025199921357,high,high,2011-11-16T08:30:00-05:00,2011-11-17,2011-11-17,rounding_only_difference,audited_no_regime_change,true,false,false,false
2011-11,2011-12-16,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_12162011.htm,7fdbefa26a63b8618c9f299cf06eaea68d066b685dd1c83eef3f634c55521fb7,226.230,3.4,direct_BLS_archived_release_table,,,,218.803,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,3.394377590801,0.005622409199,high,high,2011-12-16T08:30:00-05:00,2011-12-19,2011-12-19,rounding_only_difference,audited_no_regime_change,true,false,false,false
2011-12,2012-01-19,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_01192012.htm,afc18637c125b4382f80af66ed3a65b57677d534b0b15fce63ed95288bc5abe6,225.672,3.0,direct_BLS_archived_release_table,,,,219.179,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,2.962418844871,0.037581155129,high,high,2012-01-19T08:30:00-05:00,2012-01-20,2012-01-20,rounding_only_difference,audited_no_regime_change,true,false,false,false
2012-01,2012-02-17,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_02172012.htm,e7f660d4c894a7e00f4c7c3cec0867551c481004e67aa3a84d8cc2e37acb6887,226.665,2.9,direct_BLS_archived_release_table,,,,220.223,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,2.925216712151,-0.025216712151,high,high,2012-02-17T08:30:00-05:00,2012-02-21,2012-02-21,rounding_only_difference,audited_no_regime_change,true,false,false,false
2012-02,2012-03-16,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_03162012.htm,3d297e25544da32f8641a583ec519ec3415b82fd6645f22465073aac808be852,227.663,2.9,direct_BLS_archived_release_table,,,,221.309,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,2.871098780438,0.028901219562,high,high,2012-03-16T08:30:00-04:00,2012-03-19,2012-03-19,rounding_only_difference,audited_no_regime_change,true,false,false,false
2012-03,2012-04-13,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_04132012.htm,fd9395aa572560b54b4407cdd84ee3809794c63bf8f2ce10134739c6ce38f25c,229.392,2.7,direct_BLS_archived_release_table,,,,223.467,same_BLS_release_table,2.651398193022,0.048601806978,high,high,2012-04-13T08:30:00-04:00,2012-04-16,2012-04-16,rounding_only_difference,audited_no_regime_change,true,false,false,false
2012-04,2012-05-15,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_05152012.htm,09da35b31d165810aec6311da69778c30f6d9af5593e7fcd38f79c5de139ae36,230.085,2.3,direct_BLS_archived_release_table,,,,224.906,same_BLS_release_table,2.302739811299,-0.002739811299,medium,medium,2012-05-15T08:30:00-04:00,2012-05-16,2012-05-16,rounding_only_difference,audited_no_regime_change,true,false,false,false
2012-05,2012-06-14,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_06142012.htm,fe93e7b17cc44dd1638168b35e165fc8fc4d5d158c203d51679296b4edd20aa6,229.815,1.7,direct_BLS_archived_release_table,,,,225.964,same_BLS_release_table,1.704253774938,-0.004253774938,medium,medium,2012-06-14T08:30:00-04:00,2012-06-15,2012-06-15,rounding_only_difference,audited_no_regime_change,true,false,false,false
2012-06,2012-07-17,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_07172012.htm,7459723c764d5d9f32fbc4cb071c4cb96a99b8dd59cc28afbda1d5007b641fcb,229.478,1.7,direct_BLS_archived_release_table,,,,225.722,same_BLS_release_table,1.663993762239,0.036006237761,medium,medium,2012-07-17T08:30:00-04:00,2012-07-18,2012-07-18,rounding_only_difference,audited_no_regime_change,true,false,false,false
2012-07,2012-08-15,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_08152012.htm,d22e63b65b0e9a677523d6ae529f8dd2f5b3437c01a9a7630a9cdc2b04e4073b,229.104,1.4,direct_BLS_archived_release_table,,,,225.922,same_BLS_release_table,1.408450704225,-0.008450704225,low,low,2012-08-15T08:30:00-04:00,2012-08-16,2012-08-16,rounding_only_difference,audited_no_regime_change,true,false,false,false
2012-08,2012-09-14,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_09142012.htm,e11d31e8b217c0d5d9ae92c57423586375652de14849c375bfb75689655f0f22,230.379,1.7,direct_BLS_archived_release_table,,,,226.545,same_BLS_release_table,1.692378997550,0.007621002450,medium,medium,2012-09-14T08:30:00-04:00,2012-09-17,2012-09-17,rounding_only_difference,audited_no_regime_change,true,false,false,false
2012-09,2012-10-16,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_10162012.htm,9b95ecef64ac68605c6638ce3169b2f1b913ab80cd82d73a2ca828bee2d5060b,231.407,2.0,direct_BLS_archived_release_table,,,,226.889,same_BLS_release_table,1.991282080665,0.008717919335,medium,medium,2012-10-16T08:30:00-04:00,2012-10-17,2012-10-17,rounding_only_difference,audited_no_regime_change,true,false,false,false
2012-10,2012-11-15,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_11152012.htm,848a52a8b03699a14cfd93bb60b39486a8c267feeea4f8b58993b733214182a1,231.317,2.2,direct_BLS_archived_release_table,,,,226.421,same_BLS_release_table,2.162343598871,0.037656401129,medium,medium,2012-11-15T08:30:00-05:00,2012-11-16,2012-11-16,rounding_only_difference,audited_no_regime_change,true,false,false,false
2012-11,2012-12-14,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_12142012.htm,efb136d71666b1de54760e203d610863aae39038ee06876931e8f48205e1ef51,230.221,1.8,direct_BLS_archived_release_table,,,,226.230,same_BLS_release_table,1.764133846086,0.035866153914,medium,medium,2012-12-14T08:30:00-05:00,2012-12-17,2012-12-17,rounding_only_difference,audited_no_regime_change,true,false,false,false
2012-12,2013-01-16,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_01162013.htm,2f1bf6845e225a11c307de893f51976c3b9dbd2565126cc8a2dad1052f0a07ed,229.601,1.7,direct_BLS_archived_release_table,,,,225.672,same_BLS_release_table,1.741022368748,-0.041022368748,medium,medium,2013-01-16T08:30:00-05:00,2013-01-17,2013-01-17,rounding_only_difference,audited_no_regime_change,true,false,false,false
2013-01,2013-02-21,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_02212013.htm,5c53520ff6ed0fd7f4485d9168a3a39ba88be1c336d3aeaaffc5cc17c6218cc3,230.280,1.6,direct_BLS_archived_release_table,,,,226.665,same_BLS_release_table,1.594864668123,0.005135331877,medium,medium,2013-02-21T08:30:00-05:00,2013-02-22,2013-02-22,rounding_only_difference,audited_no_regime_change,true,false,false,false
2013-02,2013-03-15,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_03152013.htm,0a02a4333bbd9fe1dbaa7dfc056286a8ef88bf84f2ac975bf5c98253243182a3,232.166,2.0,direct_BLS_archived_release_table,,,,227.663,same_BLS_release_table,1.977923509749,0.022076490251,medium,medium,2013-03-15T08:30:00-04:00,2013-03-18,2013-03-18,rounding_only_difference,audited_no_regime_change,true,false,false,false
2013-03,2013-04-16,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_04162013.htm,62c18706d20bafa2ed380732bcdb076be4c479532cff1fee82f83eafd53db039,232.773,1.5,direct_BLS_archived_release_table,,,,229.392,same_BLS_release_table,1.473896212597,0.026103787403,medium,low,2013-04-16T08:30:00-04:00,2013-04-17,2013-04-17,rounding_only_difference,threshold_rounding_requires_source_decision,true,false,false,false
2013-04,2013-05-16,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_05162013.htm,7ae3c7812e38fd9f38157f98952dc75cf45d330c5e75ae939193a86956508478,232.531,1.1,direct_BLS_archived_release_table,,,,230.085,same_BLS_release_table,1.063085381489,0.036914618511,low,low,2013-05-16T08:30:00-04:00,2013-05-17,2013-05-17,rounding_only_difference,audited_no_regime_change,true,false,false,false
2013-05,2013-06-18,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_06182013.htm,0cdf1fb2bdc1b32c7a5e1a4bb6fe01ecb71cbac9e9901ac6241b838de92e4df3,232.945,1.4,direct_BLS_archived_release_table,,,,229.815,same_BLS_release_table,1.361965058852,0.038034941148,low,low,2013-06-18T08:30:00-04:00,2013-06-19,2013-06-19,rounding_only_difference,audited_no_regime_change,true,false,false,false
2013-06,2013-07-16,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_07162013.htm,d862102452553bd84e764a59a094ce12bbf187cd3f5e04d144b21e0182d620f4,233.504,1.8,direct_BLS_archived_release_table,,,,229.478,same_BLS_release_table,1.754416545377,0.045583454623,medium,medium,2013-07-16T08:30:00-04:00,2013-07-17,2013-07-17,rounding_only_difference,audited_no_regime_change,true,false,false,false
2013-07,2013-08-15,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_08152013.htm,714381fdeb58472211924b8e706da9e05bdfdf9d930ff642ec2dfe68db0191f7,233.596,2.0,direct_BLS_archived_release_table,,,,229.104,same_BLS_release_table,1.960681611844,0.039318388156,medium,medium,2013-08-15T08:30:00-04:00,2013-08-16,2013-08-16,rounding_only_difference,audited_no_regime_change,true,false,false,false
2013-08,2013-09-17,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_09172013.htm,6f298d3bd70aabd5a0d18e639b627bdebc912e02f7f193c6d9f033946c5841ab,233.877,1.5,direct_BLS_archived_release_table,,,,230.379,same_BLS_release_table,1.518367559543,-0.018367559543,medium,medium,2013-09-17T08:30:00-04:00,2013-09-18,2013-09-18,rounding_only_difference,audited_no_regime_change,true,false,false,false
2013-09,2013-10-30,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_10302013.htm,852c4683523f94b2485556a59c501a424675d4f6bbd3547721e39d0450de4cfb,234.149,1.2,direct_BLS_archived_release_table,,,,231.407,same_BLS_release_table,1.184925261552,0.015074738448,low,low,2013-10-30T08:30:00-04:00,2013-10-31,2013-10-31,rounding_only_difference,audited_no_regime_change,true,false,false,false
2013-10,2013-11-20,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_11202013.htm,db0f16a8417104289102e7ffe4e00dbab45e683d8d314bb8d7a5fa5f376a7ffc,233.546,1.0,direct_BLS_archived_release_table,,,,231.317,same_BLS_release_table,0.963612704643,0.036387295357,low,low,2013-11-20T08:30:00-05:00,2013-11-21,2013-11-21,rounding_only_difference,audited_no_regime_change,true,false,false,false
2013-11,2013-12-17,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_12172013.htm,55c77691675ea642100daaae127fb4675d11fc3059eb7d2a8d970c32cb1ed6e0,233.069,1.2,direct_BLS_archived_release_table,,,,230.221,same_BLS_release_table,1.237072204534,-0.037072204534,low,low,2013-12-17T08:30:00-05:00,2013-12-18,2013-12-18,rounding_only_difference,audited_no_regime_change,true,false,false,false
2013-12,2014-01-16,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_01162014.htm,1442dc2f80a398a1375462f9b23f5bfcd044ac08319ca075042c02d8d3831992,233.049,1.5,direct_BLS_archived_release_table,,,,229.601,same_BLS_release_table,1.501735619618,-0.001735619618,medium,medium,2014-01-16T08:30:00-05:00,2014-01-17,2014-01-17,rounding_only_difference,audited_no_regime_change,true,false,false,false
2014-01,2014-02-20,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_02202014.htm,e2c0464fab135abed6b7be0aff190496ca19c354fce516841bd6bef95cd5a79c,233.916,1.6,direct_BLS_archived_release_table,,,,230.280,same_BLS_release_table,1.578947368421,0.021052631579,medium,medium,2014-02-20T08:30:00-05:00,2014-02-21,2014-02-21,rounding_only_difference,audited_no_regime_change,true,false,false,false
2014-02,2014-03-18,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_03182014.htm,a51e98d1d12879a9d48226d0074729d5d461497aa90d0e09dd6bde6960311c38,234.781,1.1,direct_BLS_archived_release_table,,,,232.166,same_BLS_release_table,1.126349250106,-0.026349250106,low,low,2014-03-18T08:30:00-04:00,2014-03-19,2014-03-19,rounding_only_difference,audited_no_regime_change,true,false,false,false
2014-03,2014-04-15,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_04152014.htm,e109131bf113f2946f86f088f44752a64eab08f9bb6c9a04e690812b2b06d73d,236.293,1.5,direct_BLS_archived_release_table,,,,232.773,same_BLS_release_table,1.512202875763,-0.012202875763,medium,medium,2014-04-15T08:30:00-04:00,2014-04-16,2014-04-16,rounding_only_difference,audited_no_regime_change,true,false,false,false
2014-04,2014-05-15,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_05152014.htm,00d0e2c80f044285a8f9f3912083ad3a2ed0dee5f69f9796c3b83685fee21b93,237.072,2.0,direct_BLS_archived_release_table,,,,232.531,same_BLS_release_table,1.952857898517,0.047142101483,medium,medium,2014-05-15T08:30:00-04:00,2014-05-16,2014-05-16,rounding_only_difference,audited_no_regime_change,true,false,false,false
2014-05,2014-06-17,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_06172014.htm,040bacfa694b624768660561c63ae4f91b2ec29d0ebe1270f6b1a86277454723,237.900,2.1,direct_BLS_archived_release_table,,,,232.945,same_BLS_release_table,2.127111549937,-0.027111549937,medium,medium,2014-06-17T08:30:00-04:00,2014-06-18,2014-06-18,rounding_only_difference,audited_no_regime_change,true,false,false,false
