reference_month,bls_release_date,release_artifact_hash,cpi_all_items_nsa_level_as_published,prior_year_cpi_level,canonical_cpi_yoy_unrounded,canonical_regime,rebalance_event
2020-11,2020-12-10,d99dcff58e2d3b43fe5ae68fd97764968ab7d5b759017e7f52bcf1c1d5a208f0,260.229,257.208,1.174535784268,low,true
2020-12,2021-01-13,efbdc9f79b47e9b2fa0c2f7d197354b56a4a4fef7fba8cf9fab2ebc6bde8ead2,260.474,256.974,1.362005494719,low,true
2021-01,2021-02-10,56d5a256824c0e6062a544232ffc7c75a4d0dc18bba4c37d8e4daa9672fd001e,261.582,257.971,1.399769741560,low,true
2021-02,2021-03-10,0f5c94f4b11209b4ded1f25ec22cd93fd5829f2e594f03e8cbc5dcbfd57d8ef2,263.014,258.678,1.676215217374,medium,true
2021-03,2021-04-13,a1a2dbb1bb63a56f7b2aa03e5e6d21fbd88a167937e1a242f9ff074ecfbeea6a,264.877,258.115,2.619762508959,high,true
2021-04,2021-05-12,3a20d1820b01d34e40357d89668d5a4c5e176c5e8dc7ac69ae1af0c525042816,267.054,256.389,4.159694838702,high,true
2021-05,2021-06-10,ecaccc3b2af3253d60314e61c4a7a6754e98a26883a80ef812ade499ad5eb4fb,269.195,256.394,4.992706537594,high,true
2021-06,2021-07-13,09af54536dc354c79e3565ee3ef92d1e9f4b54f89af2a7773a055f1dbe58a89c,271.696,257.797,5.391451413321,high,true
2021-07,2021-08-11,672df22c6f523e29a15966e864c3b5e781f3f211aab3ab576012a7b8b40c7f74,273.003,259.101,5.365475239385,high,true
2021-08,2021-09-14,7c6222d00e4e50abbe02770edfd581072b0ce363422074a7d899ec5ce2f5da86,273.567,259.918,5.251271554875,high,true
2021-09,2021-10-13,3979b5613f6d8b5198d95b77c0b535b324d02cd4d11057be746d6010b072771b,274.310,260.280,5.390348855079,high,true
2021-10,2021-11-10,fc805e678d5fd5ba845bfce940fcbf6cb722a1b9d04c6397e2e26005efce405d,276.589,260.388,6.221868903329,high,true
2021-11,2021-12-10,f52082305f0f97b9f8e48ade41465a066b8cdd71669bd502f3edbe267550d315,277.948,260.229,6.809002839806,high,true
2021-12,2022-01-12,c1dab3d3ca67fb92cdaed4291897acd264a5503dde82b2e8b2262769a12a45d9,278.802,260.474,7.036402865545,high,true
2022-01,2022-02-10,a2361a363e71bb64abf3ccee761078979d22452b596fb81eebbaf851ff8a9851,281.148,261.582,7.479872468289,high,true
2022-02,2022-03-10,aeb142a47cdfd11539945f829fe01e18f944bb3e48d26d3fe84c0f315c0fe5a3,283.716,263.014,7.871063897739,high,true
2022-03,2022-04-12,60412bcb79e7041691d8f286d217535f4c4be092e2c449ddee0372b26f2e4666,287.504,264.877,8.542455554842,high,true
2022-04,2022-05-11,faa7e28f429991be5a001470702125b62993051fde1ca6f61cc3c1d6ee7c66b9,289.109,267.054,8.258629340882,high,true
2022-05,2022-06-10,465e46d1b3f39c01dc561dbcfa0f06cdccf07219249de0fb70c5356ae7d39ba8,292.296,269.195,8.581511543677,high,true
2022-06,2022-07-13,8173cb4683ce9b7d55bacfc7ea67ff158566d62589dcb4c611727c2d9b82806f,296.311,271.696,9.059757964784,high,true
2022-07,2022-08-10,f4e4acfdf1f374924541dec1c7316263d3e61e15e1122668b7ca7e61516a98e6,296.276,273.003,8.524814745626,high,true
2022-08,2022-09-13,8ca39c85ffeb98ebfcb411ba57b1055a90d22b7042be15e8097a618a1a01018e,296.171,273.567,8.262692503116,high,true
2022-09,2022-10-13,3f2f0fae78dcdcadbfd2af38e13dc4b481594c328934bf123a1c3e059d93102b,296.808,274.310,8.201669643834,high,true
2022-10,2022-11-10,9510c393b663f7826e5a55eef4e7e9361b9e4e04ef173ca68764c398431a5910,298.012,276.589,7.745427330805,high,true
2022-11,2022-12-13,b64dda283697c0b1c0c9ef5b303b0851b3b8898ab7f7b0eb52a5585b9fe867a3,297.711,277.948,7.110322794192,high,true
2022-12,2023-01-12,507fafe4126f437cf827aca3412e33631a88dc1a5bf160e91a9aeb3df1c5d711,296.797,278.802,6.454401331411,high,true
2023-01,2023-02-14,71abcee655c7bddea3b07c4fc39ee37ede80129adbbb14780112f128b051b5c5,299.170,281.148,6.410146968856,high,true
2023-02,2023-03-14,57b4f13370d649dc3891839a2e765554344d9fd5fe26995d05511d47e5c100ca,300.840,283.716,6.035613077867,high,true
2023-03,2023-04-12,8217764b4df731da353f24f18fa2e08b7daab7455720ec0dccacef4509cdaff8,301.836,287.504,4.984974122099,high,true
2023-04,2023-05-10,4e8185fd4cf1e7220c3c2857789e24f5c7a0f4b454e85b72100f82c1fc1ae6b7,303.363,289.109,4.930320398189,high,true
2023-05,2023-06-13,1527bf070d58aefbd86c0c4af776b6bc0e366dd34db532daff8e40dd1280ffaf,304.127,292.296,4.047609272792,high,true
2023-06,2023-07-12,af1bb73d147a8c2282a99cc2e4b94ac7401e1ab1fc01085030e4421b3356cf34,305.109,296.311,2.969177654559,high,true
2023-07,2023-08-10,0149ab4168376e3b85a8643e1747d378e4e111089a7da577de1d9555fc721cb2,305.691,296.276,3.177780177942,high,true
2023-08,2023-09-13,18f92bade69437d4a28da4544441fa5d404fa19eba99a4113968b727ea852d86,307.026,296.171,3.665112384400,high,true
2023-09,2023-10-12,02ff080411e38741e98db5a8f150c52f01950fedb721789686746e7e99b851c9,307.789,296.808,3.699698121344,high,true
2023-10,2023-11-14,e5aeaadf941b4d60d8c5b69528aad502fab89a65937a9c9afeee8197e5b0c5de,307.671,298.012,3.241144651893,high,true
2023-11,2023-12-12,4d53094fdafdf2ec7c00985243ca686759910d01efb462c5bbb890e5b06a7a9f,307.051,297.711,3.137270708842,high,true
2023-12,2024-01-11,da2bae8e27795cdcbcfb1f7f2b1efbfa464ac8398f75ee8b07ce489115501ef4,306.746,296.797,3.352122831430,high,true
2024-01,2024-02-13,1de2152e1840e511cee7b45fe7f394d2c45799466929f4dd97be754a9221e607,308.417,299.170,3.090884781228,high,true
2024-02,2024-03-12,fdae6e6bee70d507313be82421dea42ac7ba5181488110a9eb64d31baab5960d,310.326,300.840,3.153171120862,high,true
2024-03,2024-04-10,f72f9b9ea37793d0a02bd9b0ece8c0240215467fa497f04de1d64d4ad56a9f24,312.332,301.836,3.477385070038,high,true
2024-04,2024-05-15,25b6b0e33ed08ffaf0b8489ca91b8f8f2263330e8d2d6a3ab9fbd0d01d087955,313.548,303.363,3.357363950119,high,true
2024-05,2024-06-12,594122bd2a99053108685e0af630e121678211a80da19b2bcd33dfc6dac84fb1,314.069,304.127,3.269029056940,high,true
2024-06,2024-07-11,771d452e72b8a01f0725632c9a732563835d1b4101da8d1366a9d85c371badc9,314.175,305.109,2.971397107263,high,true
2024-07,2024-08-14,df87275fc13893007bc6a4feae5dc0345ae8e2fa5eb8d3b20935480bd83b8a1c,314.540,305.691,2.894753198491,high,true
2024-08,2024-09-11,2050f1b66723d78b7d527583c5fefdb7382e247c331732255ab79b6259e41383,314.796,307.026,2.530730296457,high,true
2024-09,2024-10-10,5b27305fd6c4e6545b60da68f0525858aca4513bbebfd251b1bce6bd7642b447,315.301,307.789,2.440633031070,medium,true
2024-10,2024-11-13,9fc68394d68916a168c65a1e0ac941fdb3dfab806b2cc700f8a3fceac0fbcbee,315.664,307.671,2.597904904915,high,true
2024-11,2024-12-11,863da405f7244c16e3b5137a9ce62ad6aa36c7c6456494625892e6888225cf27,315.493,307.051,2.749380396091,high,true
2024-12,2025-01-15,181311c2101a64c77789b413d6446a5ac111a11e58644843cb1ee8ebcfc7ed3a,315.605,306.746,2.888057219980,high,true
2025-01,2025-02-12,9e74b48acfb796882e8f010a3fdc2ad1747fa5063f398b861fbd309bb31890e3,317.671,308.417,3.000483112150,high,true
2025-02,2025-03-12,b5316513679a55849dd531ca66bdd9552aad828babbdf5d3fb1fd6effb88e34d,319.082,310.326,2.821548951748,high,true
2025-03,2025-04-10,a81c29116a2bf8a741295d93ea2264fcfe8dfba75b33f16e5b3f78278ed25642,319.799,312.332,2.390725253896,medium,true
2025-04,2025-05-13,bd92d2fc3052c6cb3d7a0a83348cb7e2f6af859299f42958c7374938c66ebe77,320.795,313.548,2.311288861673,medium,true
2025-05,2025-06-11,f5e8ba6a184aa26909e63a5a8aaea6d0b57f0e425f72c5c0e25e6f0f82d5373d,321.465,314.069,2.354896535475,medium,true
2025-06,2025-07-15,60161148db78b467337684ed9dd70d9bbd2e0671904e3accce711ef27bb20d37,322.561,314.175,2.669213018222,high,true
2025-07,2025-08-12,68f31af0ba0eb74fc780d6001162c748f655872b3e4162b1fe9d5559030afb68,323.048,314.540,2.704902397151,high,true
2025-08,2025-09-11,6fc6e32e76673d00cf84f676d757b319342a8546f9617eabe157489a964b0c41,323.976,314.796,2.916174284298,high,true
2025-09,2025-10-24,81bc1d4930c3bbb9036f703afb5033b12b2593ccdb55a22d614e036d95fb73fa,324.800,315.301,3.012676775526,high,true
2025-10,,sha256:7831a73248da698b5ec685642b7c0f3319744a3c72c7fe109c9fd70e07aa1cee,,,,,false
2025-11,2025-12-18,2aca80acacd5d22fd734a67296a612b36887346e009ddbf3ec2ae39f518e333b,324.122,315.493,2.735084455123,high,true
2025-12,2026-01-13,1fe40265b5d804ab65773a1be8ed83b99f990334279209667a0400ed2bbd6291,324.054,315.605,2.677080527875,high,true
2026-01,2026-02-13,8c62dbfd6adc531aa565cb6121a88333eefb0bf1f4d1ed1e1b155f795f430c1d,325.252,317.671,2.386431244904,medium,true
2026-02,2026-03-11,e9319b5d04a60f5c4a5f833afc0a58ea94b6bfe6664142b617404857165b01a2,326.785,319.082,2.414112986630,medium,true
2026-03,2026-04-10,6b0746fe8182c4103ed3f9762044b25a61c09e4d7ec798f5b7f585788ae9adba,330.213,319.799,3.256420439088,high,true
2026-04,2026-05-12,3a169e5987a8325941356fedac0362d57661f33a6b03944c5bdf1394eff7fe55,333.020,320.795,3.810844932122,high,true
2026-05,2026-06-10,b9888abba91153460ea6fe5f69f3966b25151d8cea74887550b3a863837157b5,335.123,321.465,4.248674039164,high,true
2026-06,2026-07-14,d849963eba9233a69d298ca57af95e40404cce7a38f9729e51cf6274ff11fbc2,333.952,322.561,3.531425063786,high,true
