run_id,experiment_id,display_name,experiment_type,family_group,strategy_family,evidence_tier,run_status,starting_equity,independent_account,shared_capital,standard_or_stress,final_validation_completed,sampled_results_are_final,unconditional_final_equity,stop_enforced_final_equity,total_return_unconditional,total_return_stop_enforced,max_equity,min_equity,max_drawdown_dollars,max_drawdown_pct,any_project_stop_hit,first_project_stop_date,target_300_before_stop,target_400_before_stop,target_600_before_stop,target_900_before_stop,target_1200_before_stop,days_to_target_300,days_to_target_400,days_to_target_600,days_to_target_900,days_to_target_1200,stress_degradation,run_validation_scope,selected_horizons,omitted_horizons,selected_horizons_completed,full_horizon_validation_completed,candidate_exhaustive_completed,reduced_validation,reduced_validation_reason,evidence_finality,risk_framework_verdict,profit_verdict,promotion_blockers,notes,accounting_integrity_status,rolling_rebase_check_passed,buy_hold_reference_check_passed,combination_return_check_passed,profit_results_usable,integrity_error_count,integrity_notes,canonical_rule_hash,duplicate_of,duplicate_status,qqq_selection_frequency,spy_selection_frequency,gld_selection_frequency,ief_selection_frequency,bil_allocation_frequency,max_single_asset_allocation,qqq_allocation_share,equity_asset_allocation_share,defensive_asset_allocation_share,concentration_warning,equity_beta_duplicate_warning
20260604_171922,GLD_SPY_rotation_v1,GLD SPY Rotation,strategy_variant,multi_asset_etf,relative_momentum_rotation,tier2_credible_prototype,completed,3000.0,True,False,stress,False,False,12395.16839167107,3174.0081525857345,3.1317227972236896,0.05800271752857822,14736.200617879,2861.358060593656,-3452.461510775647,0.2342843722273214,True,2008-08-11,True,True,True,False,False,251.0,257.0,270.0,731.0,1160.0,4.694672629672368,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared GLD/SPY rotation; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",,,canonical_unique,,,,,,,,,,False,False
20260604_171922,combo_SPY200d_GLD_50_50_v1,Combo SPY200d GLD 50/50,fixed_combination,fixed_combination_etf,fixed_weight_combination,tier2_credible_prototype,completed,3000.0,True,False,standard,False,False,18895.17314966897,3053.1441467787595,5.298391049889657,0.017714715592919816,20026.67931100568,2948.998972070111,-2537.967490208597,0.12672932196072342,True,2008-11-12,True,True,True,False,False,187.0,209.0,292.0,680.0,721.0,22.032430724469577,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared fixed monthly combination account using window-local sleeve returns; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",,,canonical_unique,,,,,,,,,,False,False
20260604_171922,combo_SPY200d_GLD_50_50_v1,Combo SPY200d GLD 50/50,fixed_combination,fixed_combination_etf,fixed_weight_combination,tier2_credible_prototype,completed,3000.0,True,False,stress,False,False,17924.325871733927,3031.11171605429,4.974775290577975,0.010370572018096658,19016.760127630176,2948.998972070111,-2418.3831675161164,0.12717114541516225,True,2008-11-12,True,True,True,False,False,195.0,209.0,292.0,681.0,724.0,22.032430724469577,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared fixed monthly combination account using window-local sleeve returns; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",,,canonical_unique,,,,,,,,,,False,False
20260604_171922,combo_SPY200d_GLD_BIL_60_30_10_v1,Combo SPY200d GLD BIL 60/30/10,fixed_combination,fixed_combination_etf,fixed_weight_combination,tier2_credible_prototype,completed,3000.0,True,False,standard,False,False,15322.219086469133,6600.801831624302,4.107406362156378,1.2002672772081007,15610.120479419153,2955.1152881650814,-1482.384837630363,0.09496306191773365,True,2020-03-03,True,True,True,True,True,300.0,650.0,681.0,734.0,1039.0,277.743350800657,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared fixed monthly combination account using window-local sleeve returns; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",,,canonical_unique,,,,,,,,,,False,False
20260604_171922,combo_SPY200d_GLD_BIL_60_30_10_v1,Combo SPY200d GLD BIL 60/30/10,fixed_combination,fixed_combination_etf,fixed_weight_combination,tier2_credible_prototype,completed,3000.0,True,False,stress,False,False,14381.316667220997,6323.058480823645,3.793772222406999,1.1076861602745485,14669.155545623098,2929.371849524187,-1401.052194738626,0.09551007829872417,True,2020-03-03,True,True,True,True,True,643.0,651.0,697.0,761.0,1072.0,277.743350800657,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared fixed monthly combination account using window-local sleeve returns; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",,,canonical_unique,,,,,,,,,,False,False
20260604_171922,individual_stock_momentum,Individual Stock Momentum,blocked_family,individual_stock_momentum,momentum,blocked,blocked_by_gate,3000.0,True,False,standard,False,False,,,,,,,,,,,,,,,,,,,,,,all_horizons,"30,60,90,180",,,False,False,False,,blocked_by_gate,blocked_by_gate,blocked_by_gate,Gate 1A continue_defer; no survivorship-free data/delisting treatment.,Gate 1A continue_defer; no survivorship-free data/delisting treatment.,not_applicable,False,False,False,False,0,Gate 1A continue_defer; no survivorship-free data/delisting treatment.,,,not_applicable,,,,,,,,,,False,False
20260604_171922,options_directional,Options Directional,blocked_family,options_directional,options_directional,blocked,blocked_by_gate,3000.0,True,False,standard,False,False,,,,,,,,,,,,,,,,,,,,,,all_horizons,"30,60,90,180",,,False,False,False,,blocked_by_gate,blocked_by_gate,blocked_by_gate,"No option-chain, bid/ask, IV, Greeks, assignment/exercise, margin, or spread-fill model.","No option-chain, bid/ask, IV, Greeks, assignment/exercise, margin, or spread-fill model.",not_applicable,False,False,False,False,0,"No option-chain, bid/ask, IV, Greeks, assignment/exercise, margin, or spread-fill model.",,,not_applicable,,,,,,,,,,False,False
20260604_171922,options_premium,Options Premium,blocked_family,options_premium,options_premium,blocked,blocked_by_gate,3000.0,True,False,standard,False,False,,,,,,,,,,,,,,,,,,,,,,all_horizons,"30,60,90,180",,,False,False,False,,blocked_by_gate,blocked_by_gate,blocked_by_gate,"No option-chain, margin, assignment, tail-risk, or realistic fill model.","No option-chain, margin, assignment, tail-risk, or realistic fill model.",not_applicable,False,False,False,False,0,"No option-chain, margin, assignment, tail-risk, or realistic fill model.",,,not_applicable,,,,,,,,,,False,False
20260604_171922,futures_trend_following,Futures Trend Following,blocked_family,futures_trend_following,trend_following,blocked,blocked_by_gate,3000.0,True,False,standard,False,False,,,,,,,,,,,,,,,,,,,,,,all_horizons,"30,60,90,180",,,False,False,False,,blocked_by_gate,blocked_by_gate,blocked_by_gate,"No continuous contract, roll, margin, leverage, or gap model.","No continuous contract, roll, margin, leverage, or gap model.",not_applicable,False,False,False,False,0,"No continuous contract, roll, margin, leverage, or gap model.",,,not_applicable,,,,,,,,,,False,False
20260604_171922,forex_momentum_carry,Forex Momentum Carry,blocked_family,forex_momentum_carry,momentum_carry,blocked,blocked_by_gate,3000.0,True,False,standard,False,False,,,,,,,,,,,,,,,,,,,,,,all_horizons,"30,60,90,180",,,False,False,False,,blocked_by_gate,blocked_by_gate,blocked_by_gate,"No spread, financing, leverage, or broker execution model.","No spread, financing, leverage, or broker execution model.",not_applicable,False,False,False,False,0,"No spread, financing, leverage, or broker execution model.",,,not_applicable,,,,,,,,,,False,False
20260604_171922,intraday_orb,Intraday ORB,blocked_family,intraday_opening_range_breakout,opening_range_breakout,blocked,blocked_by_gate,3000.0,True,False,standard,False,False,,,,,,,,,,,,,,,,,,,,,,all_horizons,"30,60,90,180",,,False,False,False,,blocked_by_gate,blocked_by_gate,blocked_by_gate,"Current daily bars cannot model intraday fills, spreads, queue, or stop behavior.","Current daily bars cannot model intraday fills, spreads, queue, or stop behavior.",not_applicable,False,False,False,False,0,"Current daily bars cannot model intraday fills, spreads, queue, or stop behavior.",,,not_applicable,,,,,,,,,,False,False
20260604_171922,volatility_products,Volatility Products,blocked_family,volatility_products,volatility_products,blocked,blocked_by_gate,3000.0,True,False,standard,False,False,,,,,,,,,,,,,,,,,,,,,,all_horizons,"30,60,90,180",,,False,False,False,,blocked_by_gate,blocked_by_gate,blocked_by_gate,"No product mechanics, decay, roll-yield, path-dependency, or event-risk model.","No product mechanics, decay, roll-yield, path-dependency, or event-risk model.",not_applicable,False,False,False,False,0,"No product mechanics, decay, roll-yield, path-dependency, or event-risk model.",,,not_applicable,,,,,,,,,,False,False
20260604_171922,event_news_momentum,Event News Momentum,blocked_family,event_news_momentum,event_news_momentum,blocked,blocked_by_gate,3000.0,True,False,standard,False,False,,,,,,,,,,,,,,,,,,,,,,all_horizons,"30,60,90,180",,,False,False,False,,blocked_by_gate,blocked_by_gate,blocked_by_gate,No point-in-time event timestamps or reliable historical event data.,No point-in-time event timestamps or reliable historical event data.,not_applicable,False,False,False,False,0,No point-in-time event timestamps or reliable historical event data.,,,not_applicable,,,,,,,,,,False,False
