date,strategy,symbol,signal_type,reason_skipped,requested_risk,intended_risk_amount,total_open_risk,cluster_open_risk,strategy_status,strategy_pnl,strategy_loss_budget_remaining,project_equity,high_water_mark,current_drawdown,rank_at_signal,regime_at_signal,notes
2008-06-16,C_swing_trend_pullback,XLB,entry,not_enough_cash_or_notional_cap,45.0,45.0,23.533282658377903,21.97669502518286,active,-7.558879122384404,142.4411208776156,2837.1569568621153,2837.1569568621153,0.0,,,
2008-04-29,D_mean_reversion,BIL,entry,not_enough_cash_or_notional_cap,30.0,30.0,70.85150860085251,9.859047698273061,active,-40.97884079265589,19.021159207344112,3000.7423179441857,3000.7423179441857,0.0,,,
2008-01-04,D_mean_reversion,XLK,entry,position_limit_exceeded,30.0,30.0,56.97454407056049,56.97454407056049,active,10.64214039452671,70.6421403945267,3010.642140394527,3010.642140394527,0.0,,,
2008-01-08,D_mean_reversion,XLE,entry,position_limit_exceeded,30.0,30.0,58.15126063602662,30.0,active,27.77365065961835,87.77365065961835,3027.7736506596184,3027.7736506596184,0.0,,,
2008-04-03,D_mean_reversion,BIL,entry,position_limit_exceeded,30.0,30.0,35.37802949466092,5.3780294946609235,active,14.860274891608867,74.86027489160887,3109.402930689895,3109.402930689895,0.0,,,
2008-04-03,D_mean_reversion,IEF,entry,position_limit_exceeded,30.0,30.0,35.37802949466092,5.3780294946609235,active,14.860274891608867,74.86027489160887,3109.402930689895,3109.402930689895,0.0,,,
2008-04-04,D_mean_reversion,IEF,entry,position_limit_exceeded,30.0,30.0,8.384177546140343,8.384177546140343,active,16.340941217754594,76.34094121775459,3110.8835970160408,3110.8835970160408,0.0,,,
2008-04-09,D_mean_reversion,IEF,entry,position_limit_exceeded,30.0,30.0,51.45898637512453,25.164470331271787,active,11.526584276319895,71.5265842763199,3106.0692400746066,3106.0692400746066,0.0,,,
2008-04-17,D_mean_reversion,SHY,entry,position_limit_exceeded,30.0,30.0,15.530775123186082,15.530775123186082,active,12.227089373789823,72.22708937378982,3106.769745172076,3106.769745172076,0.0,,,
2008-04-17,D_mean_reversion,TLT,entry,position_limit_exceeded,30.0,30.0,15.530775123186082,15.530775123186082,active,12.227089373789823,72.22708937378982,3106.769745172076,3106.769745172076,0.0,,,
2008-04-18,D_mean_reversion,SHY,entry,position_limit_exceeded,30.0,30.0,15.530775123186082,15.530775123186082,active,10.165297915309889,70.16529791530989,3104.707953713596,3104.707953713596,0.0,,,
2008-04-18,D_mean_reversion,TLT,entry,position_limit_exceeded,30.0,30.0,15.530775123186082,15.530775123186082,active,10.165297915309889,70.16529791530989,3104.707953713596,3104.707953713596,0.0,,,
2008-04-21,D_mean_reversion,IEF,entry,position_limit_exceeded,30.0,30.0,31.677429126419856,1.6774291264198524,active,-8.021488232303124,51.97851176769687,3086.521167565983,3086.521167565983,0.0,,,
2008-04-21,D_mean_reversion,SHY,entry,position_limit_exceeded,30.0,30.0,31.677429126419856,1.6774291264198524,active,-8.021488232303124,51.97851176769687,3086.521167565983,3086.521167565983,0.0,,,
2008-04-21,D_mean_reversion,TLT,entry,position_limit_exceeded,30.0,30.0,31.677429126419856,1.6774291264198524,active,-8.021488232303124,51.97851176769687,3086.521167565983,3086.521167565983,0.0,,,
2008-04-23,D_mean_reversion,XLU,entry,position_limit_exceeded,30.0,30.0,34.17922056769295,0.0,active,-19.55540782237493,40.44459217762507,3074.987247975911,3074.987247975911,0.0,,,
2008-05-20,E_breakout_vcb,IWM,entry,not_enough_cash_or_notional_cap,30.0,30.0,49.05436799755738,47.58741879791455,active,-16.867477909091722,63.13252209090828,3026.3365788028664,3026.3365788028664,0.0,,,
2009-06-12,E_breakout_vcb,XLU,entry,not_enough_cash_or_notional_cap,30.0,30.0,79.26381060870825,79.26381060870825,active,-38.164757189437694,41.835242810562306,2700.130296325141,2700.130296325141,0.0,,,
2009-06-15,E_breakout_vcb,XLU,entry,not_enough_cash_or_notional_cap,30.0,30.0,79.1474700538185,79.1474700538185,active,-71.4160448478295,8.583955152170503,2634.019307711576,2634.019307711576,0.0,,,
2009-07-20,E_breakout_vcb,XLK,entry,not_enough_cash_or_notional_cap,30.0,30.0,30.738821866212284,27.80540657079469,active,-64.95195377626567,15.048046223734332,2662.537026426875,2662.537026426875,0.0,,,
2009-07-21,E_breakout_vcb,XLK,entry,not_enough_cash_or_notional_cap,30.0,30.0,19.894205239509148,16.990206650765085,active,-64.97065732651804,15.029342673481963,2675.119044814356,2675.119044814356,0.0,,,
2009-07-22,E_breakout_vcb,XLB,entry,not_enough_cash_or_notional_cap,30.0,30.0,10.33743576465587,7.433437175911809,active,-64.904024468165,15.095975531834995,2688.7540645613403,2688.7540645613403,0.0,,,
2009-07-22,E_breakout_vcb,XLK,entry,not_enough_cash_or_notional_cap,30.0,30.0,10.33743576465587,7.433437175911809,active,-64.904024468165,15.095975531834995,2688.7540645613403,2688.7540645613403,0.0,,,
2009-07-31,E_breakout_vcb,XLY,entry,not_enough_cash_or_notional_cap,30.0,30.0,42.55354799982976,42.55354799982976,active,-64.88876177852404,15.111238221475958,2749.8399830225358,2749.8399830225358,0.0,,,
2009-08-10,E_breakout_vcb,XLY,entry,not_enough_cash_or_notional_cap,30.0,30.0,28.521556871529455,28.521556871529455,active,-64.88876177852404,15.111238221475958,2736.830338745334,2736.830338745334,0.0,,,
2009-08-31,E_breakout_vcb,XLK,entry,not_enough_cash_or_notional_cap,30.0,30.0,42.488905348042124,39.12039210762165,active,-64.88876177852404,15.111238221475958,2728.9293855343585,2728.9293855343585,0.0,,,
2009-09-03,E_breakout_vcb,GLD,entry,not_enough_cash_or_notional_cap,30.0,30.0,7.45901071767953,0.0,active,-64.92611937565835,15.073880624341655,2678.8559638235065,2678.8559638235065,0.0,,,
2009-09-04,E_breakout_vcb,GLD,entry,not_enough_cash_or_notional_cap,30.0,30.0,7.45901071767953,0.0,active,-64.92611937565835,15.073880624341655,2702.835103138403,2702.835103138403,0.0,,,
2009-09-08,E_breakout_vcb,GLD,entry,not_enough_cash_or_notional_cap,30.0,30.0,7.331385008904457,0.0,active,-64.92611937565835,15.073880624341655,2718.475442613717,2718.475442613717,0.0,,,
2009-09-09,E_breakout_vcb,XLI,entry,not_enough_cash_or_notional_cap,30.0,30.0,1.4965880553076134,1.094577319981462,active,-65.30891361239327,14.691086387606731,2727.2007735677244,2727.2007735677244,0.0,,,
2008-09-09,E_breakout_vcb,TLT,entry,position_limit_exceeded,30.0,30.0,2.052479593738318,2.052479593738318,active,-42.60138278655223,37.39861721344777,2835.119735633034,2835.119735633034,0.0,,,
2008-09-10,E_breakout_vcb,TLT,entry,position_limit_exceeded,30.0,30.0,1.3875025078653238,1.3875025078653238,active,-41.93342829731417,38.06657170268583,2836.132946870971,2836.132946870971,0.0,,,
2009-05-21,E_breakout_vcb,GLD,entry,position_limit_exceeded,30.0,30.0,55.92518568856586,0.0,active,-39.368983802085374,40.631016197914626,2700.1200402808295,2700.1200402808295,0.0,,,
