attribution_family,experiment_id,horizon,cost_mode,window_start,window_end,target_300_hit,target_400_hit,target_600_hit,target_900_hit,target_1200_hit,benchmark_combo_target_300_hit,benchmark_combo_target_400_hit,benchmark_top2_target_300_hit,benchmark_top2_target_400_hit,incremental_300_vs_combo,incremental_400_vs_combo,incremental_300_vs_top2,incremental_400_vs_top2,component_id,component_return_contribution,component_final_equity_contribution,component_drawdown_contribution,component_recovery_contribution,contribution_status,rank,worst_drawdown,stop_hit,target_hit_before_stop,overlap_with_combo,overlap_with_top2,overlap_with_spy200d
target_window_attribution,top2_plus_managed_futures_80_20_v1,60,standard,2022-08-31,2022-11-23,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,60,standard,2022-09-20,2022-12-13,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,60,standard,2022-12-22,2023-03-21,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,60,standard,2023-02-08,2023-05-04,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,60,standard,2023-07-19,2023-10-11,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,60,standard,2023-07-31,2023-10-23,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,60,standard,2023-12-21,2024-03-19,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,60,standard,2024-05-23,2024-08-19,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,60,standard,2024-05-31,2024-08-26,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,60,standard,2024-07-05,2024-09-27,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,60,standard,2024-07-08,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,60,standard,2024-07-09,2024-10-01,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,60,standard,2024-11-06,2025-02-04,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,60,standard,2025-04-17,2025-07-15,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,60,standard,2025-04-24,2025-07-21,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,60,standard,2025-04-25,2025-07-22,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,60,standard,2025-04-28,2025-07-23,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,60,standard,2025-04-29,2025-07-24,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,60,standard,2025-04-30,2025-07-25,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,60,standard,2025-05-01,2025-07-28,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,60,standard,2025-05-08,2025-08-04,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,60,standard,2025-05-14,2025-08-08,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,60,standard,2025-09-25,2025-12-18,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,60,standard,2025-10-02,2025-12-26,False,False,False,False,False,True,False,True,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,60,standard,2025-10-03,2025-12-29,False,False,False,False,False,True,False,True,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,60,standard,2025-10-06,2025-12-30,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,60,standard,2026-02-26,2026-05-21,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,60,standard,2026-02-27,2026-05-22,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,60,standard,2026-03-02,2026-05-26,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,60,standard,2026-03-03,2026-05-27,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,60,standard,2026-03-04,2026-05-28,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,60,standard,2026-03-05,2026-05-29,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,90,standard,2020-12-02,2021-04-13,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,90,standard,2021-02-12,2021-06-22,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,90,standard,2021-05-07,2021-09-14,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,90,standard,2021-10-08,2022-02-15,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,90,standard,2021-11-22,2022-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,90,standard,2022-02-28,2022-07-07,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,90,standard,2022-03-15,2022-07-22,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,90,standard,2022-06-21,2022-10-26,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,90,standard,2022-08-17,2022-12-22,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,90,standard,2022-09-20,2023-01-27,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,90,standard,2022-12-22,2023-05-03,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,90,standard,2023-01-20,2023-05-30,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,90,standard,2023-06-27,2023-11-01,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,90,standard,2023-07-13,2023-11-16,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,90,standard,2023-11-28,2024-04-08,True,False,False,False,False,True,True,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,90,standard,2024-04-29,2024-09-05,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,90,standard,2024-05-02,2024-09-10,False,False,False,False,False,True,False,True,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,90,standard,2024-07-05,2024-11-08,False,False,False,False,False,True,False,True,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,90,standard,2024-07-08,2024-11-11,False,False,False,False,False,True,False,True,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,90,standard,2024-07-09,2024-11-12,False,False,False,False,False,True,False,True,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,90,standard,2024-10-07,2025-02-14,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,90,standard,2025-02-07,2025-06-17,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,90,standard,2025-03-13,2025-07-22,True,False,False,False,False,True,False,True,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,90,standard,2025-04-24,2025-09-02,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,90,standard,2025-04-25,2025-09-03,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,90,standard,2025-04-28,2025-09-04,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,90,standard,2025-04-29,2025-09-05,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,90,standard,2025-04-30,2025-09-08,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,90,standard,2025-05-01,2025-09-09,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,90,standard,2025-05-08,2025-09-16,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,90,standard,2025-08-15,2025-12-22,True,True,False,False,False,True,True,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,90,standard,2025-10-02,2026-02-10,True,True,False,False,False,True,True,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,90,standard,2025-10-03,2026-02-11,True,True,False,False,False,True,True,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,90,standard,2025-10-06,2026-02-12,True,True,False,False,False,True,True,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,90,standard,2026-01-13,2026-05-21,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,90,standard,2026-01-14,2026-05-22,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,90,standard,2026-01-15,2026-05-26,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,90,standard,2026-01-16,2026-05-27,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,90,standard,2026-01-20,2026-05-28,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,90,standard,2026-01-21,2026-05-29,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,180,standard,2020-12-02,2021-08-19,False,False,False,False,False,True,False,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,180,standard,2021-02-12,2021-10-28,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,180,standard,2021-04-27,2022-01-10,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,180,standard,2021-09-17,2022-06-03,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,180,standard,2021-10-27,2022-07-15,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,180,standard,2022-02-09,2022-10-26,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,180,standard,2022-02-28,2022-11-11,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,180,standard,2022-06-21,2023-03-08,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,180,standard,2022-07-06,2023-03-22,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,180,standard,2022-09-20,2023-06-07,False,False,False,False,False,True,False,True,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,180,standard,2022-11-25,2023-08-15,True,False,False,False,False,True,False,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,180,standard,2022-12-22,2023-09-12,True,False,False,False,False,True,False,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,180,standard,2023-04-21,2024-01-08,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,180,standard,2023-05-19,2024-02-06,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,180,standard,2023-09-13,2024-05-30,True,True,False,False,False,True,True,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,180,standard,2024-02-06,2024-10-22,True,True,True,False,False,True,True,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,180,standard,2024-02-09,2024-10-25,True,True,True,False,False,True,True,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,180,standard,2024-07-01,2025-03-19,True,True,False,False,False,True,True,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,180,standard,2024-07-05,2025-03-24,True,False,False,False,False,True,True,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,180,standard,2024-07-08,2025-03-25,True,True,False,False,False,True,True,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,180,standard,2024-07-09,2025-03-26,True,True,False,False,False,True,True,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,180,standard,2024-07-10,2025-03-27,True,False,False,False,False,True,True,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,180,standard,2024-10-23,2025-07-15,True,True,False,False,False,True,True,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,180,standard,2024-11-20,2025-08-12,True,True,False,False,False,True,True,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,180,standard,2024-12-16,2025-09-05,True,False,False,False,False,True,True,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,180,standard,2025-04-17,2026-01-05,True,True,False,False,False,True,True,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,180,standard,2025-04-24,2026-01-09,True,True,False,False,False,True,True,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,180,standard,2025-04-25,2026-01-12,True,True,True,False,False,True,True,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,180,standard,2025-04-28,2026-01-13,True,True,False,False,False,True,True,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,180,standard,2025-04-29,2026-01-14,True,True,True,False,False,True,True,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,180,standard,2025-04-30,2026-01-15,True,True,True,False,False,True,True,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,180,standard,2025-05-01,2026-01-16,True,True,True,False,False,True,True,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,180,standard,2025-05-08,2026-01-26,True,True,True,False,False,True,True,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,180,standard,2025-09-04,2026-05-21,True,True,True,False,False,True,True,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,180,standard,2025-09-05,2026-05-22,True,True,True,False,False,True,True,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,180,standard,2025-09-08,2026-05-26,True,True,True,False,False,True,True,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,180,standard,2025-09-09,2026-05-27,True,True,True,False,False,True,True,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,180,standard,2025-09-10,2026-05-28,True,True,True,False,False,True,True,True,True,False,False,False,False,,,,,,,,,,,,,
target_window_attribution,top2_plus_managed_futures_80_20_v1,180,standard,2025-09-11,2026-05-29,True,True,True,False,False,True,True,True,True,False,False,False,False,,,,,,,,,,,,,
component_contribution,combo_plus_top2_50_50_v1,30,standard,2007-01-03,2007-02-14,,,,,,,,,,,,,,combo_SPY200d_GLD_50_50_v1,48.983603361519435,48.983603361519435,unavailable_needs_component_daily_contribution_stream,unavailable_needs_component_daily_contribution_stream,available_final_equity_window_contribution,,,,,,,
component_contribution,combo_plus_top2_50_50_v1,30,standard,2007-01-03,2007-02-14,,,,,,,,,,,,,,asset_class_tsmom_top2_v1,-0.7499999999999174,-0.7499999999999174,unavailable_needs_component_daily_contribution_stream,unavailable_needs_component_daily_contribution_stream,available_final_equity_window_contribution,,,,,,,
component_contribution,combo_plus_top2_50_50_v1,30,standard,2007-03-21,2007-05-02,,,,,,,,,,,,,,combo_SPY200d_GLD_50_50_v1,10.056601508312061,10.056601508312061,unavailable_needs_component_daily_contribution_stream,unavailable_needs_component_daily_contribution_stream,available_final_equity_window_contribution,,,,,,,
component_contribution,combo_plus_top2_50_50_v1,30,standard,2007-03-21,2007-05-02,,,,,,,,,,,,,,asset_class_tsmom_top2_v1,0.0,0.0,unavailable_needs_component_daily_contribution_stream,unavailable_needs_component_daily_contribution_stream,available_final_equity_window_contribution,,,,,,,
component_contribution,combo_plus_top2_50_50_v1,30,standard,2008-07-11,2008-08-21,,,,,,,,,,,,,,combo_SPY200d_GLD_50_50_v1,-102.46829122016825,-102.46829122016825,unavailable_needs_component_daily_contribution_stream,unavailable_needs_component_daily_contribution_stream,available_final_equity_window_contribution,,,,,,,
component_contribution,combo_plus_top2_50_50_v1,30,standard,2008-07-11,2008-08-21,,,,,,,,,,,,,,asset_class_tsmom_top2_v1,-160.17428114766847,-160.17428114766847,unavailable_needs_component_daily_contribution_stream,unavailable_needs_component_daily_contribution_stream,available_final_equity_window_contribution,,,,,,,
component_contribution,combo_plus_top2_50_50_v1,30,standard,2008-08-11,2008-09-22,,,,,,,,,,,,,,combo_SPY200d_GLD_50_50_v1,78.41779973861085,78.41779973861085,unavailable_needs_component_daily_contribution_stream,unavailable_needs_component_daily_contribution_stream,available_final_equity_window_contribution,,,,,,,
component_contribution,combo_plus_top2_50_50_v1,30,standard,2008-08-11,2008-09-22,,,,,,,,,,,,,,asset_class_tsmom_top2_v1,-46.31680056695466,-46.31680056695466,unavailable_needs_component_daily_contribution_stream,unavailable_needs_component_daily_contribution_stream,available_final_equity_window_contribution,,,,,,,
component_contribution,combo_plus_top2_50_50_v1,30,standard,2008-10-28,2008-12-09,,,,,,,,,,,,,,combo_SPY200d_GLD_50_50_v1,31.788186595443374,31.788186595443374,unavailable_needs_component_daily_contribution_stream,unavailable_needs_component_daily_contribution_stream,available_final_equity_window_contribution,,,,,,,
component_contribution,combo_plus_top2_50_50_v1,30,standard,2008-10-28,2008-12-09,,,,,,,,,,,,,,asset_class_tsmom_top2_v1,135.1434106090779,135.1434106090779,unavailable_needs_component_daily_contribution_stream,unavailable_needs_component_daily_contribution_stream,available_final_equity_window_contribution,,,,,,,
component_contribution,combo_plus_top2_50_50_v1,30,standard,2008-10-29,2008-12-10,,,,,,,,,,,,,,combo_SPY200d_GLD_50_50_v1,66.38380390565808,66.38380390565808,unavailable_needs_component_daily_contribution_stream,unavailable_needs_component_daily_contribution_stream,available_final_equity_window_contribution,,,,,,,
component_contribution,combo_plus_top2_50_50_v1,30,standard,2008-10-29,2008-12-10,,,,,,,,,,,,,,asset_class_tsmom_top2_v1,131.30582805126423,131.30582805126423,unavailable_needs_component_daily_contribution_stream,unavailable_needs_component_daily_contribution_stream,available_final_equity_window_contribution,,,,,,,
component_contribution,combo_plus_top2_50_50_v1,30,standard,2008-10-30,2008-12-11,,,,,,,,,,,,,,combo_SPY200d_GLD_50_50_v1,89.68434673346925,89.68434673346925,unavailable_needs_component_daily_contribution_stream,unavailable_needs_component_daily_contribution_stream,available_final_equity_window_contribution,,,,,,,
component_contribution,combo_plus_top2_50_50_v1,30,standard,2008-10-30,2008-12-11,,,,,,,,,,,,,,asset_class_tsmom_top2_v1,153.6768065028591,153.6768065028591,unavailable_needs_component_daily_contribution_stream,unavailable_needs_component_daily_contribution_stream,available_final_equity_window_contribution,,,,,,,
component_contribution,combo_plus_top2_50_50_v1,30,standard,2008-10-31,2008-12-12,,,,,,,,,,,,,,combo_SPY200d_GLD_50_50_v1,104.84294571401604,104.84294571401604,unavailable_needs_component_daily_contribution_stream,unavailable_needs_component_daily_contribution_stream,available_final_equity_window_contribution,,,,,,,
component_contribution,combo_plus_top2_50_50_v1,30,standard,2008-10-31,2008-12-12,,,,,,,,,,,,,,asset_class_tsmom_top2_v1,162.25152486144992,162.25152486144992,unavailable_needs_component_daily_contribution_stream,unavailable_needs_component_daily_contribution_stream,available_final_equity_window_contribution,,,,,,,
component_contribution,combo_plus_top2_50_50_v1,30,standard,2008-11-03,2008-12-15,,,,,,,,,,,,,,combo_SPY200d_GLD_50_50_v1,125.50639596715043,125.50639596715043,unavailable_needs_component_daily_contribution_stream,unavailable_needs_component_daily_contribution_stream,available_final_equity_window_contribution,,,,,,,
component_contribution,combo_plus_top2_50_50_v1,30,standard,2008-11-03,2008-12-15,,,,,,,,,,,,,,asset_class_tsmom_top2_v1,163.41857169565918,163.41857169565918,unavailable_needs_component_daily_contribution_stream,unavailable_needs_component_daily_contribution_stream,available_final_equity_window_contribution,,,,,,,
component_contribution,combo_plus_top2_50_50_v1,30,standard,2008-11-05,2008-12-17,,,,,,,,,,,,,,combo_SPY200d_GLD_50_50_v1,131.91534421504812,131.91534421504812,unavailable_needs_component_daily_contribution_stream,unavailable_needs_component_daily_contribution_stream,available_final_equity_window_contribution,,,,,,,
component_contribution,combo_plus_top2_50_50_v1,30,standard,2008-11-05,2008-12-17,,,,,,,,,,,,,,asset_class_tsmom_top2_v1,172.17817408710167,172.17817408710167,unavailable_needs_component_daily_contribution_stream,unavailable_needs_component_daily_contribution_stream,available_final_equity_window_contribution,,,,,,,
component_contribution,combo_plus_top2_50_50_v1,30,standard,2009-05-28,2009-07-09,,,,,,,,,,,,,,combo_SPY200d_GLD_50_50_v1,-67.8612630702206,-67.8612630702206,unavailable_needs_component_daily_contribution_stream,unavailable_needs_component_daily_contribution_stream,available_final_equity_window_contribution,,,,,,,
component_contribution,combo_plus_top2_50_50_v1,30,standard,2009-05-28,2009-07-09,,,,,,,,,,,,,,asset_class_tsmom_top2_v1,-90.36382379910548,-90.36382379910548,unavailable_needs_component_daily_contribution_stream,unavailable_needs_component_daily_contribution_stream,available_final_equity_window_contribution,,,,,,,
component_contribution,combo_plus_top2_50_50_v1,30,standard,2010-03-19,2010-04-30,,,,,,,,,,,,,,combo_SPY200d_GLD_50_50_v1,67.94811812056167,67.94811812056167,unavailable_needs_component_daily_contribution_stream,unavailable_needs_component_daily_contribution_stream,available_final_equity_window_contribution,,,,,,,
component_contribution,combo_plus_top2_50_50_v1,30,standard,2010-03-19,2010-04-30,,,,,,,,,,,,,,asset_class_tsmom_top2_v1,67.94811812056201,67.94811812056201,unavailable_needs_component_daily_contribution_stream,unavailable_needs_component_daily_contribution_stream,available_final_equity_window_contribution,,,,,,,
component_contribution,combo_plus_top2_50_50_v1,30,standard,2011-10-25,2011-12-06,,,,,,,,,,,,,,combo_SPY200d_GLD_50_50_v1,-46.040950130559054,-46.040950130559054,unavailable_needs_component_daily_contribution_stream,unavailable_needs_component_daily_contribution_stream,available_final_equity_window_contribution,,,,,,,
component_contribution,combo_plus_top2_50_50_v1,30,standard,2011-10-25,2011-12-06,,,,,,,,,,,,,,asset_class_tsmom_top2_v1,18.258627394437962,18.258627394437962,unavailable_needs_component_daily_contribution_stream,unavailable_needs_component_daily_contribution_stream,available_final_equity_window_contribution,,,,,,,
component_contribution,combo_plus_top2_50_50_v1,30,standard,2012-05-03,2012-06-14,,,,,,,,,,,,,,combo_SPY200d_GLD_50_50_v1,-35.33090036906472,-35.33090036906472,unavailable_needs_component_daily_contribution_stream,unavailable_needs_component_daily_contribution_stream,available_final_equity_window_contribution,,,,,,,
component_contribution,combo_plus_top2_50_50_v1,30,standard,2012-05-03,2012-06-14,,,,,,,,,,,,,,asset_class_tsmom_top2_v1,-12.281839478704267,-12.281839478704267,unavailable_needs_component_daily_contribution_stream,unavailable_needs_component_daily_contribution_stream,available_final_equity_window_contribution,,,,,,,
